OG,Preferred_name,Description,count,analysis
OG0010030,GALT,Galactose-1-phosphate uridylyltransferase,4,pigmentation_loss
OG0010290,IFIH1,C-terminal domain of RIG-I,4,pigmentation_loss
OG0010526,MEI4,Meiotic double-stranded break formation protein 4,4,pigmentation_loss
OG0010578,RRN3,nucleic acid-templated transcription,4,pigmentation_loss
OG0010784,GATM,Glycine amidinotransferase (L-arginine glycine amidinotransferase),4,pigmentation_loss
OG0010790,ULK3,Microtubule Interacting and Trafficking molecule domain,4,pigmentation_loss
OG0010900,ERCC5,Helix-hairpin-helix class 2 (Pol1 family) motifs,4,pigmentation_loss
OG0010973,CAST,calpastatin,4,pigmentation_loss
OG0011015,WDR63,WD40 repeats,4,pigmentation_loss
OG0011069,KIAA0430,NYN domain,4,pigmentation_loss
OG0011154,APC2,"Coiled-coil N-terminus of APC, dimerisation domain",4,pigmentation_loss
OG0011281,OFD1,"OFD1, centriole and centriolar satellite protein",4,pigmentation_loss
OG0011489,DSTYK,positive regulation of fibroblast growth factor receptor signaling pathway,4,pigmentation_loss
OG0011538,FHIT,HIT domain,4,pigmentation_loss
OG0011658,DHX36,DEAH (Asp-Glu-Ala-His) box polypeptide 36,4,pigmentation_loss
OG0011749,MYCBPAP,MYCBP-associated protein family,4,pigmentation_loss
OG0011762,HPN,pilomotor reflex,4,pigmentation_loss
OG0011786,SEMA4D,semaphorin domain,4,pigmentation_loss
OG0011822,COL7A1,Kunitz/Bovine pancreatic trypsin inhibitor domain,4,pigmentation_loss
OG0011876,TMEM173,Transmembrane protein 173,4,pigmentation_loss
OG0011887,MPI,mannoprotein metabolic process,4,pigmentation_loss
OG0012216,FAM35A,DNA repair,4,pigmentation_loss
OG0012492,FAM161B,Family with sequence similarity 161 member B,4,pigmentation_loss
OG0012599,VWF,von Willebrand factor (vWF) type A domain,4,pigmentation_loss
OG0012631,NOL8,nucleolar protein 8,4,pigmentation_loss
OG0012839,SLC25A21,transmembrane transport,4,pigmentation_loss
OG0013066,CHD1L,Chromodomain helicase DNA binding protein,4,pigmentation_loss
OG0013325,ACP7,"Purple acid Phosphatase, N-terminal domain",4,pigmentation_loss
OG0013366,-,Pyridoxal-phosphate dependent enzyme,4,pigmentation_loss
OG0005118,NR6A1,"Zinc finger, C4 type (two domains)",3,pigmentation_loss
OG0005162,CENPE,"Kinesin motor, catalytic domain. ATPase.",3,pigmentation_loss
OG0005323,PIBF1,Progesterone immunomodulatory binding factor 1,3,pigmentation_loss
OG0005734,MUSK,"Muscle, skeletal, receptor",3,pigmentation_loss
OG0006079,LUZP2,leucine zipper protein,3,pigmentation_loss
OG0006326,GCC2,Rab binding domain,3,pigmentation_loss
OG0006450,EP400,E1A binding protein p400,3,pigmentation_loss
OG0006464,FGG,Fibrinogen alpha/beta chain family,3,pigmentation_loss
OG0006488,GOLGA2,Golgin subfamily A member,3,pigmentation_loss
OG0006575,HAUS8,"HAUS augmin-like complex, subunit 8",3,pigmentation_loss
OG0006604,LEMD3,Man1-Src1p-C-terminal domain,3,pigmentation_loss
OG0006621,LRRK2,"C-terminal of Roc, COR, domain",3,pigmentation_loss
OG0006756,CNTLN,Centlein,3,pigmentation_loss
OG0006768,CBFB,Core-binding factor subunit beta isoform,3,pigmentation_loss
OG0006893,GRIPAP1,GRIP1 associated protein 1,3,pigmentation_loss
OG0006939,VSIG10,Immunoglobulin V-set domain,3,pigmentation_loss
OG0007006,WIPF3,"protein family, member 3",3,pigmentation_loss
OG0007019,NOC2L,Noc2p family,3,pigmentation_loss
OG0007036,CASP9,Caspase domain,3,pigmentation_loss
OG0007060,FBXO18,UvrD-like helicase C-terminal domain,3,pigmentation_loss
OG0007189,NOX4,superoxide-generating NADPH oxidase activity,3,pigmentation_loss
OG0007243,NES,Intermediate filament protein,3,pigmentation_loss
OG0007273,TRIP11,Thyroid hormone receptor interactor 11,3,pigmentation_loss
OG0007277,LRRC1,Leucine rich repeat containing 1,3,pigmentation_loss
OG0007312,HMMR,Hyaluronan-mediated motility receptor (RHAMM),3,pigmentation_loss
OG0007481,N4BP2,DUF1771,3,pigmentation_loss
OG0007488,C4orf27,Chromosome 4 open reading frame,3,pigmentation_loss
OG0007510,DEPDC1,"Domain found in Dishevelled, Egl-10, and Pleckstrin",3,pigmentation_loss
OG0007528,DDX54,DBP10CT (NUC160) domain,3,pigmentation_loss
OG0007543,LTBP3,TB domain,3,pigmentation_loss
OG0007636,STK11,Belongs to the protein kinase superfamily,3,pigmentation_loss
OG0007651,RIC1,RAB6A GEF complex partner 1,3,pigmentation_loss
OG0007686,UBR4,E3 ubiquitin-protein ligase UBR4,3,pigmentation_loss
OG0007719,DNAJC6,C2 domain of PTEN tumour-suppressor protein,3,pigmentation_loss
OG0007727,RSPH9,Radial spoke head,3,pigmentation_loss
OG0007748,RPTOR,"Regulatory associated protein of MTOR, complex 1",3,pigmentation_loss
OG0007768,CFAP69,Cilia and flagella associated protein 69,3,pigmentation_loss
OG0007799,UVRAG,UV radiation resistance associated,3,pigmentation_loss
OG0007825,ARMC9,cilium assembly,3,pigmentation_loss
OG0007829,SASS6,Centriolar protein SAS N-terminal,3,pigmentation_loss
OG0007983,NEB,Nebulin repeat,3,pigmentation_loss
OG0007994,POPDC2,Popeye protein conserved region,3,pigmentation_loss
OG0008107,FA2H,Fatty acid hydroxylase superfamily,3,pigmentation_loss
OG0008129,PPCDC,Flavoprotein,3,pigmentation_loss
OG0008148,DDB1,DNA binding protein 1,3,pigmentation_loss
OG0008157,CASP8AP2,Fas signaling pathway,3,pigmentation_loss
OG0008162,SPATA5,Spermatogenesis associated 5,3,pigmentation_loss
OG0008171,MRC2,"Mannose receptor, C type 2",3,pigmentation_loss
OG0008288,UBL4A,tail-anchored membrane protein insertion into ER membrane,3,pigmentation_loss
OG0008359,DAW1,"WD domain, G-beta repeat",3,pigmentation_loss
OG0008397,NUP214,WD40 repeats,3,pigmentation_loss
OG0008419,MKS1,Meckel syndrome type 1,3,pigmentation_loss
OG0008440,HEPACAM2,Immunoglobulin like,3,pigmentation_loss
OG0008446,MATN1,Trimeric coiled-coil oligomerisation domain of matrilin,3,pigmentation_loss
OG0008483,POMT1,C-terminal four TMM region of protein-O-mannosyltransferase,3,pigmentation_loss
OG0008487,LNPEP,ERAP1-like C-terminal domain,3,pigmentation_loss
OG0008505,PDILT,Thioredoxin-like domain,3,pigmentation_loss
OG0008508,PDCD11,Suppressor of forked protein (Suf),3,pigmentation_loss
OG0008516,NUPL1,Nucleoporin FG repeated region,3,pigmentation_loss
OG0008538,TMEM145,Transmembrane protein 145,3,pigmentation_loss
OG0008599,DNAI1,"WD domain, G-beta repeat",3,pigmentation_loss
OG0008600,GTF3C4,Putative zinc-finger of transcription factor IIIC complex,3,pigmentation_loss
OG0008616,SUPT6H,Transcription elongation factor that enhances transcription elongation by RNA polymerase II (RNAPII),3,pigmentation_loss
OG0008736,TFEC,cellular response to heat,3,pigmentation_loss
OG0008767,STX8,Syntaxin 8,3,pigmentation_loss
OG0008829,CNTFR,Immunoglobulin C-2 Type,3,pigmentation_loss
OG0008943,PLK4,positive regulation of centriole replication,3,pigmentation_loss
OG0008950,EXD2,3'-5' exonuclease,3,pigmentation_loss
OG0008982,POLR2A,DNA-directed 5'-3' RNA polymerase activity,3,pigmentation_loss
OG0008995,XRCC6,X-ray repair complementing defective repair in Chinese hamster cells 6,3,pigmentation_loss
OG0009078,TTLL4,"Tubulin tyrosine ligase-like family, member 4",3,pigmentation_loss
OG0009164,CCDC39,Coiled-coil domain containing 39,3,pigmentation_loss
OG0009180,PSAP,Saposin/surfactant protein-B A-type DOMAIN,3,pigmentation_loss
OG0009188,ATE1,Involved in the post-translational conjugation of arginine to the N-terminal aspartate or glutamate of a protein. This arginylation is required for degradation of the protein via the ubiquitin pathway,3,pigmentation_loss
OG0009199,SDCCAG8,Serologically defined colon cancer antigen 8,3,pigmentation_loss
OG0009262,SLC25A48,Belongs to the mitochondrial carrier (TC 2.A.29) family,3,pigmentation_loss
OG0009281,VPS9D1,Vacuolar sorting protein 9 (VPS9) domain,3,pigmentation_loss
OG0009289,KIFC3,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,3,pigmentation_loss
OG0009291,CLASRP,serine arginine rich protein,3,pigmentation_loss
OG0009302,CCDC79,"SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains",3,pigmentation_loss
OG0009304,LAMA4,Laminin Domain I,3,pigmentation_loss
OG0009343,ATXN7L3,"Component of the transcription regulatory histone acetylation (HAT) complex SAGA, a multiprotein complex that activates transcription by remodeling chromatin and mediating histone acetylation and deubiquitination. Within the SAGA complex, participates in a subcomplex that specifically deubiquitinates both histones H2A and H2B. The SAGA complex is recruited to specific gene promoters by activators such as MYC, where it is required for transcription. Required for nuclear receptor-mediated transactivation. Within the complex, it is required to recruit USP22 and ENY2 into the SAGA complex. Regulates H2B monoubiquitination (H2Bub1) levels. Affects subcellular distribution of ENY2, USP22 and ATXN7L3B",3,pigmentation_loss
OG0009562,MAPK8IP2,"Phosphotyrosine-binding domain, phosphotyrosine-interaction (PI) domain",3,pigmentation_loss
OG0009567,BLVRB,NAD(P)H-binding,3,pigmentation_loss
OG0009569,BLM,BDHCT (NUC031) domain,3,pigmentation_loss
OG0009648,GMIP,GTPase-activator protein for Rho-like GTPases,3,pigmentation_loss
OG0009673,MGMT,"6-O-methylguanine DNA methyltransferase, DNA binding domain",3,pigmentation_loss
OG0009779,NPC1,Niemann-Pick C1 N terminus,3,pigmentation_loss
OG0009793,MMS22L,DNA repair protein,3,pigmentation_loss
OG0009864,USP19,Linker region of USP19 deubiquitinase,3,pigmentation_loss
OG0009894,RNF219,metal ion binding,3,pigmentation_loss
OG0009915,LRRC7,PDZ domain (Also known as DHR or GLGF),3,pigmentation_loss
OG0009974,WBP11,WW domain binding protein 11,3,pigmentation_loss
OG0009986,TRAPPC11,Trafficking protein particle complex,3,pigmentation_loss
OG0010013,CHID1,chitin binding,3,pigmentation_loss
OG0010020,TNIP1,TNFAIP3 interacting protein 1,3,pigmentation_loss
OG0010114,CCDC50,Coiled-coil domain-containing protein 50  N-terminus,3,pigmentation_loss
OG0010117,IMMP1L,Peptidase S24-like,3,pigmentation_loss
OG0010121,PIGU,GPI transamidase subunit PIG-U,3,pigmentation_loss
OG0010136,APOB,DUF1943,3,pigmentation_loss
OG0010266,ANKZF1,Ankyrin repeat,3,pigmentation_loss
OG0010305,LATS2,Extension to Ser/Thr-type protein kinases,3,pigmentation_loss
OG0010343,SNX7,Sorting nexin 7,3,pigmentation_loss
OG0010404,RFWD2,zinc-RING finger domain,3,pigmentation_loss
OG0010463,UNC93B1,unc-93 homolog B1,3,pigmentation_loss
OG0010493,MAP7D3,MAP7 domain containing 3,3,pigmentation_loss
OG0010553,SGSM3,RUN domain,3,pigmentation_loss
OG0010603,CCDC66,regulation of protein localization to cilium,3,pigmentation_loss
OG0010682,SRP54,endoplasmic reticulum signal peptide binding,3,pigmentation_loss
OG0010763,SCARA3,Collagen triple helix repeat (20 copies),3,pigmentation_loss
OG0010772,SLC30A6,Cation efflux family,3,pigmentation_loss
OG0010851,ELP2,"WD domain, G-beta repeat",3,pigmentation_loss
OG0010889,SPEF2,CH-like domain in sperm protein,3,pigmentation_loss
OG0010920,MRI1,Initiation factor 2 subunit family,3,pigmentation_loss
OG0010929,CFAP44,"WD domain, G-beta repeat",3,pigmentation_loss
OG0010941,PHF1,Polycomb-like MTF2 factor 2,3,pigmentation_loss
OG0010965,WBSCR22,Methyltransferase involved in Williams-Beuren syndrome,3,pigmentation_loss
OG0010975,ZER1,regulation of ligase activity,3,pigmentation_loss
OG0011042,C1orf159,Domain of unknown function (DUF4501),3,pigmentation_loss
OG0011075,NUDC,Nuclear distribution C domain,3,pigmentation_loss
OG0011170,SCFD1,Sec1 family,3,pigmentation_loss
OG0011173,EIF2AK4,RWD,3,pigmentation_loss
OG0011193,KIAA1598,endoplasmic reticulum polarization,3,pigmentation_loss
OG0011216,OGFOD3,Prolyl 4-hydroxylase alpha subunit homologues.,3,pigmentation_loss
OG0011271,AKAP11,regulation of protein kinase A signaling,3,pigmentation_loss
OG0011286,ABCD4,ABC transporter transmembrane region 2,3,pigmentation_loss
OG0011324,C8A,membrane-attack complex / perforin,3,pigmentation_loss
OG0011327,ARHGEF11,Rho guanine nucleotide exchange factor,3,pigmentation_loss
OG0011357,STARD3NL,MLN64 N-terminal domain homolog,3,pigmentation_loss
OG0011369,NFX1,R3H domain,3,pigmentation_loss
OG0011385,ANAPC1,"complex, subunit",3,pigmentation_loss
OG0011440,PDPR,Aminomethyltransferase folate-binding domain,3,pigmentation_loss
OG0011452,NSL1,"NSL1, MIS12 kinetochore complex component",3,pigmentation_loss
OG0011459,WDR1,"WD domain, G-beta repeat",3,pigmentation_loss
OG0011562,UTP18,WD40 repeats,3,pigmentation_loss
OG0011641,CEP85L,Centrosomal protein,3,pigmentation_loss
OG0011685,STIP1,Heat shock chaperonin-binding motif.,3,pigmentation_loss
OG0011712,SNRNP27,U4 U6.U5 small nuclear ribonucleoprotein 27 kDa protein,3,pigmentation_loss
OG0011734,GAK,C2 domain of PTEN tumour-suppressor protein,3,pigmentation_loss
OG0011736,FBXL18,F-box and leucine-rich repeat protein 18,3,pigmentation_loss
OG0011741,SUGT1,"SGT1, suppressor of G2 allele of SKP1",3,pigmentation_loss
OG0011770,IL20RB,"Interferon-alpha/beta receptor, fibronectin type III",3,pigmentation_loss
OG0011841,VEZT,myosin binding,3,pigmentation_loss
OG0011848,SOX5,positive regulation of mesenchymal stem cell differentiation,3,pigmentation_loss
OG0011852,ACOX1,acyl-CoA oxidase activity,3,pigmentation_loss
OG0011888,AP4E1,Adaptin AP4 complex epsilon appendage platform,3,pigmentation_loss
OG0011898,HLCS,Biotin--protein ligase,3,pigmentation_loss
OG0011957,PAPLN,Linking region between Kunitz_BPTI and I-set on papilin,3,pigmentation_loss
OG0011959,RLF,"Zinc finger, C2H2 type",3,pigmentation_loss
OG0011964,MED1,"Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors",3,pigmentation_loss
OG0011976,DAGLB,neuroblast proliferation,3,pigmentation_loss
OG0011982,PEMT,Phospholipid methyltransferase,3,pigmentation_loss
OG0011990,NUP160,Nucleoporin Nup120/160,3,pigmentation_loss
OG0012001,MFRP,eye photoreceptor cell development,3,pigmentation_loss
OG0012031,COG3,oligomeric golgi complex,3,pigmentation_loss
OG0012050,RUSC1,RUN and SH3 domain containing 1,3,pigmentation_loss
OG0012060,SEMA4F,semaphorin domain,3,pigmentation_loss
OG0012076,WDR35,"Component of the IFT complex A (IFT-A), a complex required for retrograde ciliary transport. Required for ciliogenesis. May promote CASP3 activation and TNF-stimulated apoptosis",3,pigmentation_loss
OG0012112,MTHFSD,5-formyltetrahydrofolate cyclo-ligase family,3,pigmentation_loss
OG0012156,SETMAR,Transposase (partial DDE domain),3,pigmentation_loss
OG0012168,ARHGEF3,Rho guanyl-nucleotide exchange factor activity,3,pigmentation_loss
OG0012199,LAD1,Anchoring filament protein which is a component of the basement membrane zone,3,pigmentation_loss
OG0012213,C5,A-macroglobulin receptor,3,pigmentation_loss
OG0012226,C16orf89,Chromosome 16 open reading frame,3,pigmentation_loss
OG0012246,P2RX2,ATP P2X receptor,3,pigmentation_loss
OG0012300,EIF2D,translation initiation factor activity,3,pigmentation_loss
OG0012302,IFT122,"WD domain, G-beta repeat",3,pigmentation_loss
OG0012306,PEX7,Peroxisomal biogenesis factor 7,3,pigmentation_loss
OG0012345,AUNIP,Aurora kinase A and ninein interacting protein,3,pigmentation_loss
OG0012347,FIGLA,Helix-loop-helix DNA-binding domain,3,pigmentation_loss
OG0012367,TMCO3,Transmembrane and coiled-coil domains 3,3,pigmentation_loss
OG0012386,ATP5SL,Distal membrane arm assembly complex 2,3,pigmentation_loss
OG0012509,PRODH2,Proline dehydrogenase,3,pigmentation_loss
OG0012538,VTCN1,Immunoglobulin V-set domain,3,pigmentation_loss
OG0012592,LONP2,ATP-dependent peptidase activity,3,pigmentation_loss
OG0012603,FIG4,FIG4 phosphoinositide 5-phosphatase,3,pigmentation_loss
OG0012630,ATG7,Ubiquitin-like modifier-activating enzyme ATG7 N-terminus,3,pigmentation_loss
OG0012671,C2orf61,Sperm-tail PG-rich repeat,3,pigmentation_loss
OG0012672,MAP10,Protein of unknown function (DUF4497),3,pigmentation_loss
OG0012732,PNPT1,mitochondrial mRNA polyadenylation,3,pigmentation_loss
OG0012776,KIAA2026,bromo domain,3,pigmentation_loss
OG0012838,FSIP1,FSIP1 family,3,pigmentation_loss
OG0012857,ACRC,SprT homologues.,3,pigmentation_loss
OG0012859,PIPOX,Pipecolic acid oxidase,3,pigmentation_loss
OG0012876,ECHDC1,methylmalonyl-CoA decarboxylase activity,3,pigmentation_loss
OG0012936,IQCK,IQ motif containing K,3,pigmentation_loss
OG0012956,FANCF,"Fanconi anemia, complementation group F",3,pigmentation_loss
OG0013093,MRPL33,Mitochondrial ribosomal protein L33,3,pigmentation_loss
OG0013142,CETP,Cholesteryl ester transfer protein,3,pigmentation_loss
OG0013277,-,Acyclic terpene utilisation family protein AtuA,3,pigmentation_loss
OG0013295,FBXW12,F-box-like,3,pigmentation_loss
OG0013341,PIGV,Mannosyltransferase (PIG-V),3,pigmentation_loss
OG0013443,VSIG10L,Immunoglobulin C-2 Type,3,pigmentation_loss
OG0013489,CD6,Scavenger receptor Cys-rich,3,pigmentation_loss
OG0004898,TMEFF2,Kazal-type serine protease inhibitor domain,2,pigmentation_loss
OG0005307,SRRM3,Serine/arginine repetitive matrix protein C-terminus,2,pigmentation_loss
OG0005371,TDRD12,Tudor domain,2,pigmentation_loss
OG0005579,SELENBP1,Selenium-binding protein which may be involved in the sensing of reactive xenobiotics in the cytoplasm. May be involved in intra-Golgi protein transport (By similarity),2,pigmentation_loss
OG0005608,PTPRQ,"Protein tyrosine phosphatase, catalytic domain",2,pigmentation_loss
OG0005683,RASA1,GTPase-activator protein for Ras-like GTPases,2,pigmentation_loss
OG0005710,ZBTB46,Zinc finger and BTB domain containing 46,2,pigmentation_loss
OG0005717,ZC3H3,Zinc finger CCCH-type containing 3,2,pigmentation_loss
OG0005906,ANLN,Anillin N-terminus,2,pigmentation_loss
OG0006003,AP3D1,"Part of the AP-3 complex, an adaptor-related complex which is not clathrin-associated. The complex is associated with the Golgi region as well as more peripheral structures. It facilitates the budding of vesicles from the Golgi membrane",2,pigmentation_loss
OG0006007,RPAP1,"RPAP1-like, N-terminal",2,pigmentation_loss
OG0006026,HEATR1,HEAT repeat containing 1,2,pigmentation_loss
OG0006165,SEH1L,"Component of the Nup107-160 subcomplex of the nuclear pore complex (NPC). The Nup107-160 subcomplex is required for the assembly of a functional NPC. The Nup107-160 subcomplex is also required for normal kinetochore microtubule attachment, mitotic progression and chromosome segregation. This subunit plays a role in recruitment of the Nup107-160 subcomplex to the kinetochore",2,pigmentation_loss
OG0006186,TUBGCP3,Spc97 / Spc98 family,2,pigmentation_loss
OG0006187,HDHD1,Haloacid dehalogenase-like hydrolase,2,pigmentation_loss
OG0006228,CTC1,"Component of the CST complex proposed to act as a specialized replication factor promoting DNA replication under conditions of replication stress or natural replication barriers such as the telomere duplex. The CST complex binds single-stranded DNA with high affinity in a sequence-independent manner, while isolated subunits bind DNA with low affinity by themselves. Initially the CST complex has been proposed to protect telomeres from DNA degradation. However, the CST complex has been shown to be involved in several aspects of telomere replication. The CST complex inhibits telomerase and is involved in telomere length homeostasis",2,pigmentation_loss
OG0006232,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,2,pigmentation_loss
OG0006257,ZBTB12,"Zinc finger, C2H2 type",2,pigmentation_loss
OG0006330,VWA8,AAA domain (dynein-related subfamily),2,pigmentation_loss
OG0006331,RIF1,Rap1-interacting factor 1 N terminal,2,pigmentation_loss
OG0006341,ENKUR,"Enkurin, TRPC channel interacting protein",2,pigmentation_loss
OG0006365,KNDC1,kinase non-catalytic C-lobe domain,2,pigmentation_loss
OG0006380,C15orf39,Chromosome 15 open reading frame,2,pigmentation_loss
OG0006384,FRK,"Tyrosine kinase, catalytic domain",2,pigmentation_loss
OG0006389,CDHR2,Cadherin repeats.,2,pigmentation_loss
OG0006456,CHGB,Granin (chromogranin or secretogranin),2,pigmentation_loss
OG0006470,DUT,dUTPase,2,pigmentation_loss
OG0006509,RNF216,Ring finger protein 216,2,pigmentation_loss
OG0006515,DDX31,DUF4217,2,pigmentation_loss
OG0006533,ZC3H13,Zinc finger C-x8-C-x5-C-x3-H type (and similar),2,pigmentation_loss
OG0006538,TNFRSF11A,Tumor necrosis factor receptor / nerve growth factor receptor repeats.,2,pigmentation_loss
OG0006540,KIAA1407,Coiled-coil domain containing 191,2,pigmentation_loss
OG0006578,MAP7,MAP7 (E-MAP-115) family,2,pigmentation_loss
OG0006580,KANSL2,histone H4-K16 acetylation,2,pigmentation_loss
OG0006608,ZC3H11A,poly(A)+ mRNA export from nucleus,2,pigmentation_loss
OG0006616,COL16A1,Thrombospondin N-terminal -like domains.,2,pigmentation_loss
OG0006625,TICRR,Treslin N-terminus,2,pigmentation_loss
OG0006636,DENR,translation initiation factor activity,2,pigmentation_loss
OG0006655,TICAM1,RIP homotypic interaction motif,2,pigmentation_loss
OG0006657,AXDND1,Axonemal dynein light chain domain containing 1,2,pigmentation_loss
OG0006661,RPS15,ribosomal protein,2,pigmentation_loss
OG0006668,TOLLIP,CUE domain,2,pigmentation_loss
OG0006673,STARD9,stAR-related lipid transfer,2,pigmentation_loss
OG0006719,DDC,Beta-eliminating lyase,2,pigmentation_loss
OG0006722,FARS2,Ferredoxin-fold anticodon binding domain,2,pigmentation_loss
OG0006732,RPS4X,rRNA binding,2,pigmentation_loss
OG0006745,NOLC1,"SRP40, C-terminal domain",2,pigmentation_loss
OG0006763,GTSE1,G-2 and S-phase expressed 1,2,pigmentation_loss
OG0006772,SHF,Src homology 2 domain containing F,2,pigmentation_loss
OG0006774,C2CD5,C2 calcium-dependent domain containing 5,2,pigmentation_loss
OG0006779,COIL,protein C-terminus binding,2,pigmentation_loss
OG0006782,SGOL1,Shugoshin C terminus,2,pigmentation_loss
OG0006783,ZNF653,"Zinc finger, C2H2 type",2,pigmentation_loss
OG0006787,LRRC48,Dynein regulatory complex subunit 3,2,pigmentation_loss
OG0006798,SLC25A26,Belongs to the mitochondrial carrier (TC 2.A.29) family,2,pigmentation_loss
OG0006857,PPAT,Phosphoribosyl pyrophosphate amidotransferase,2,pigmentation_loss
OG0006896,CEP350,CAP_GLY,2,pigmentation_loss
OG0006914,FER,"Fes/CIP4, and EFC/F-BAR homology domain",2,pigmentation_loss
OG0006916,NUP88,Nuclear pore component,2,pigmentation_loss
OG0006935,TPMT,thiopurine S-methyltransferase activity,2,pigmentation_loss
OG0006947,IDUA,"Iduronidase, alpha-L",2,pigmentation_loss
OG0006952,CNPY3,Canopy FGF signaling regulator 3,2,pigmentation_loss
OG0006969,NKTR,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,2,pigmentation_loss
OG0006972,MPPE1,GPI anchor binding,2,pigmentation_loss
OG0006973,UBR5,E3 ubiquitin ligase EDD,2,pigmentation_loss
OG0006974,PROC,Domain containing Gla (gamma-carboxyglutamate) residues.,2,pigmentation_loss
OG0006977,ANKRD12,ankyrin repeat domain,2,pigmentation_loss
OG0007014,KTI12,Chromatin associated protein KTI12,2,pigmentation_loss
OG0007029,CORIN,"Corin, serine peptidase",2,pigmentation_loss
OG0007067,MDM2,"MDM2 proto-oncogene, E3 ubiquitin protein ligase",2,pigmentation_loss
OG0007100,GTF2H1,"TFIIH p62 subunit, N-terminal domain",2,pigmentation_loss
OG0007129,ERBB2IP,Erbb2 interacting protein,2,pigmentation_loss
OG0007139,SERPINC1,"Serpin peptidase inhibitor, clade C (antithrombin), member 1",2,pigmentation_loss
OG0007142,POLRMT,DNA-directed RNA polymerase N-terminal,2,pigmentation_loss
OG0007147,KIF14,Kinesin-associated,2,pigmentation_loss
OG0007152,ASPM,"Asp (abnormal spindle) homolog, microcephaly associated (Drosophila)",2,pigmentation_loss
OG0007174,DROSHA,"Drosha, ribonuclease type III",2,pigmentation_loss
OG0007198,SCARF1,"EGF domain, unclasssified subfamily",2,pigmentation_loss
OG0007206,CERKL,Diacylglycerol kinase catalytic domain,2,pigmentation_loss
OG0007240,CUBN,EGF domain,2,pigmentation_loss
OG0007250,RBM12B,RNA recognition motif,2,pigmentation_loss
OG0007258,GBA2,"beta-glucosidase 2, glycosyl-hydrolase family 116 N-term",2,pigmentation_loss
OG0007267,NOL7,NUC129 domain,2,pigmentation_loss
OG0007283,STOX1,Winged helix Storkhead-box1 domain,2,pigmentation_loss
OG0007307,TP53BP1,Tumour suppressor p53-binding protein-1 Tudor,2,pigmentation_loss
