OG_ID	selection	intensified	relaxed	none	pvalue_mean	LRT_mean	K_mean
OG0005890	none	0	0	5	0.628967596	0.311135714	1.649586233
OG0005891	none	0	0	5	0.733386926	0.193785761	0.451314069
OG0005893	relaxed	0	5	0	0.00159457	9.96714923	0.697829928
OG0005894	none	0	0	5	0.352432233	1.221009051	2.343554975
OG0005898	none	0	0	5	0.562414323	0.337481516	1.100349973
OG0005901	none	1	0	4	0.086872136	4.155068902	10.54304538
OG0005904	none	0	0	5	0.101455349	2.744729467	33.07148372
OG0005911	none	0	0	5	0.092687986	2.855658261	0.784488343
OG0005917	none	0	0	5	0.540373932	0.377178522	0.902652577
OG0005924	none	0	0	5	0.455887221	0.598870916	0.921513958
OG0005928	none	0	0	5	0.053283984	3.738033245	0.837949128
OG0005937	none	0	0	5	0.059111446	3.562507295	0.80883951
OG0005939	relaxed	0	3	2	0.063643394	3.640532553	0.862483639
OG0005943	none	0	0	5	0.33915157	1.05920381	4.080275687
OG0005948	none	0	0	5	0.868524534	0.036185239	1.01348413
OG0005950	relaxed	0	5	0	4.74E-05	21.70339322	0.521775192
OG0005951	relaxed	0	4	1	0.130735717	3.253686486	0.836447072
OG0005953	relaxed	0	5	0	0.014202574	6.01279863	0.826830176
OG0005956	none	0	0	5	0.947105427	0.005699355	1.005540569
OG0005961	none	0	0	5	0.510222506	1.227437085	1.128517521
OG0005965	relaxed	0	5	0	0.002801227	8.940415016	0.879484277
OG0005979	relaxed	0	4	1	0.014734453	6.934169277	3.784258941
OG0005988	none	0	0	5	0.689246913	0.161464305	0.964876889
OG0005992	none	0	1	4	0.078372365	3.906400656	0.739311661
OG0005994	relaxed	0	5	0	3.04E-05	17.39733454	0.488488831
OG0005995	none	0	0	5	0.13853567	2.194182821	0.660573138
OG0006000	none	0	0	5	0.445186747	1.027891309	0.85185685
OG0006006	relaxed	0	5	0	0.012448888	6.306147241	0.194409463
OG0006010	intensified	5	0	0	0.023906765	5.109291828	1.652192128
OG0006011	none	0	0	5	0.759055152	0.094227916	1.02542633
OG0006012	none	0	0	5	0.093242396	2.820792175	0.627400452
OG0006017	none	0	0	5	0.114257453	2.494542005	1.128142962
OG0006024	relaxed	0	5	0	5.03E-05	16.44037107	0.39195271
OG0006026	none	0	0	5	0.130365402	2.289541056	1.131398495
OG0006055	none	0	0	5	0.096919419	2.804993729	0.929142497
OG0006057	relaxed	0	4	1	0.023852824	6.634289247	0.62917179
OG0006060	relaxed	0	5	0	0.001141928	11.87936185	0.30974283
OG0006066	none	0	2	3	0.051982985	3.782518599	0.76904304
OG0006071	relaxed	0	3	2	0.033313207	5.127335824	0.863277767
OG0006086	none	1	0	4	0.067855602	101.7665307	9.314525259
OG0006091	relaxed	0	5	0	0.006405392	9.407203426	0.080130184
OG0006094	none	0	0	5	0.904437659	0.015899184	1.007182535
OG0006106	relaxed	0	5	0	0.00103313	15.0979574	0.202235892
OG0006113	relaxed	0	4	1	0.014916732	7.713315496	0.473644817
OG0006121	none	0	0	5	0.975346456	0.004070415	0.975137544
OG0006131	none	0	0	5	0.930058406	0.008261712	1.02796626
OG0006132	relaxed	0	5	0	0.00756648	7.16694644	0.397590958
OG0006135	none	0	0	5	0.16519149	1.927183319	1.200757986
OG0006145	none	0	0	5	0.621968753	0.824194866	4.353085721
OG0006156	none	0	0	5	0.908723636	0.047068064	0.941475735
OG0006163	none	0	0	5	0.133515129	2.420491492	1.296229187
OG0006183	relaxed	0	5	0	0.005558606	7.688519413	0.701484259
OG0006190	relaxed	0	4	1	0.021345054	15.41035829	0.394784869
OG0006192	relaxed	0	5	0	0.008017592	7.032286005	0.83199181
OG0006193	none	0	0	5	0.380442491	0.769644756	1.095167927
OG0006196	none	0	0	5	0.703233595	0.188178317	0.944991452
OG0006209	none	0	0	5	0.820600097	0.071422659	0.96671416
OG0006214	none	0	0	5	0.069920529	3.323652592	0.94070235
OG0006227	intensified	3	0	2	0.033399198	5.317066482	4.018289782
OG0006245	relaxed	0	4	1	0.043950914	4.06321934	0.663322517
OG0006246	relaxed	0	3	2	0.326584625	3.083097912	0.815096809
OG0006253	none	0	0	5	0.236123606	1.408917128	0.706943458
OG0006266	none	0	0	5	0.594783758	0.282935356	0.770337541
OG0006267	intensified	5	0	0	0.000577399	13.33551272	6.072316823
OG0006274	none	0	0	5	0.2865602	1.154174448	1.278254923
OG0006284	none	0	0	5	0.728111216	0.145822494	1.274296231
OG0006298	none	0	1	4	0.567506847	1.274820886	0.77440395
OG0006327	none	0	0	5	0.55063096	0.389631459	0.937104329
OG0006349	none	0	0	5	0.781313425	0.07843896	1.043774563
OG0006353	none	0	0	5	0.291972086	1.1112106	1.053833095
OG0006358	relaxed	0	5	0	6.42E-09	35.71940509	0.128968445
OG0006359	none	0	0	5	0.214929679	1.670771991	1.171884314
OG0006366	relaxed	0	5	0	0.048001162	3.909984968	0.862855548
OG0006368	relaxed	0	5	0	0.00373518	8.408698728	0.472046792
OG0006399	none	0	0	5	0.429109522	0.627975598	0.698592214
OG0006402	relaxed	0	5	0	3.53E-05	17.15859315	6.29E-06
OG0006407	none	0	0	5	0.265866328	1.240271062	1.142716596
OG0006413	none	0	0	5	0.968233487	0.006951345	0.997815622
OG0006416	none	0	0	5	0.266659433	1.260593653	0.903459953
OG0006417	none	0	0	5	0.815086027	0.071051171	1.033597432
OG0006418	intensified	5	0	0	6.52E-06	20.32785657	10.8661298
OG0006419	none	0	0	5	0.065366379	3.409721265	0.820081697
OG0006420	relaxed	0	5	0	0.028745705	4.837581045	0.424883527
OG0006428	none	0	0	5	0.307521012	1.041915373	0.917608976
OG0006434	none	1	0	4	0.122660207	5.560612811	5.411559049
OG0006437	relaxed	0	3	2	0.20686619	4.139499098	3.278023264
OG0006442	relaxed	0	5	0	2.40E-07	27.71662736	0.374255952
OG0006458	none	0	0	5	0.841554772	0.04761574	0.974698913
OG0006468	none	0	0	5	0.503023991	0.452106464	1.135201387
OG0006478	none	0	0	5	0.299321703	1.423482241	1.111442813
OG0006484	relaxed	0	5	0	0.038614193	4.277765667	0.751863152
OG0006493	none	0	0	5	0.584538727	0.491631253	10.87240441
OG0006496	none	0	2	3	0.094016385	3.223928012	0.383062518
OG0006503	relaxed	0	5	0	0.029580441	4.751811195	0.856358987
OG0006514	none	0	0	5	0.054067465	3.710641784	1.183554911
OG0006520	none	0	0	5	0.554257923	0.349793288	1.084158364
OG0006532	none	0	1	4	0.383920986	2.651827346	2.756738412
OG0006537	none	0	0	5	0.333617866	0.936212599	1.086314872
OG0006539	none	0	0	5	0.338279099	0.921065673	1.2871923
OG0006541	none	0	0	5	0.502324152	0.76256943	1.004279475
OG0006543	relaxed	0	5	0	9.59E-11	49.13314086	0.520172911
OG0006544	intensified	5	0	0	0.002405872	9.278097499	1.139273825
OG0006548	none	0	0	5	0.999936442	-2.62E-05	1.000444459
OG0006558	relaxed	0	4	1	0.080507937	6.102730535	0.150632281
OG0006564	none	1	0	4	0.513121017	7.274751237	5.418789301
OG0006579	none	0	2	3	0.220242147	3.68394936	0.825002964
OG0006581	none	0	0	5	0.135161536	2.295425385	0.914664412
OG0006584	none	0	0	5	0.77939235	0.079640593	0.958427193
OG0006601	intensified	5	0	0	0.000556118	11.91831813	1.282699635
OG0006602	intensified	4	0	1	0.015995597	21.22081572	29.89002494
OG0006613	relaxed	0	5	0	4.14E-06	21.20002266	0.333503989
OG0006614	relaxed	0	3	2	0.070439754	4.247727443	0.638874734
OG0006615	relaxed	0	5	0	0.013006831	6.362817491	0.5957255
OG0006616	none	0	0	5	0.595018367	0.283163275	0.92041951
OG0006626	none	0	0	5	0.86610058	0.0424768	1.0964097
OG0006628	relaxed	0	5	0	3.95E-06	21.2871327	0.438424496
OG0006632	none	0	0	5	0.902695504	0.02206338	0.993977494
OG0006634	none	1	0	4	0.279475163	2.130169316	1.604580093
OG0006638	none	0	0	5	0.747559769	0.135736028	1.088150268
OG0006650	intensified	5	0	0	0.012701337	6.422949598	2.429474371
OG0006652	none	0	0	5	0.36322196	0.82745425	0.857538912
OG0006670	intensified	5	0	0	0.026452416	5.181827526	1.319305999
OG0006680	none	0	0	5	0.103076375	2.657406071	1.130959577
OG0006681	intensified	5	0	0	0.006259564	7.474021564	1.38530033
OG0006683	none	0	0	5	0.065197985	3.400875077	1.238348338
OG0006689	relaxed	0	5	0	0.032921766	4.551079849	0.5914418
OG0006691	none	0	0	5	0.717579667	0.145159123	1.04886107
OG0006710	none	0	0	5	0.223981274	1.48079776	0.377713321
OG0006733	intensified	4	0	1	0.049113881	4.807849756	1.761012973
OG0006757	none	0	0	5	0.894259775	0.01988818	0.961979242
OG0006760	none	0	0	5	0.73959505	0.130738814	0.979392341
OG0006778	none	0	0	5	0.193513313	1.690783843	0.654327278
OG0006787	none	0	0	5	0.736603345	0.281111903	0.588357993
OG0006830	none	0	0	5	0.370707047	0.805033856	1.071451676
OG0006843	none	0	1	4	0.220242627	1.898618524	0.916624207
OG0006859	none	0	0	5	0.860223121	0.038264323	1.021841435
OG0006902	none	0	0	5	0.065517527	3.39361224	0.652532266
OG0006935	none	0	0	5	0.174272492	1.924382254	0.81443155
OG0006941	relaxed	0	5	0	0.011203599	6.456480187	0.85357606
OG0006981	none	0	0	5	0.08775758	2.918197936	0.801190386
OG0006997	relaxed	0	5	0	0.035015737	4.545724642	0.765299946
OG0007017	none	0	0	5	0.162927076	1.984393806	1.286098755
OG0007028	none	0	0	5	0.249947472	1.327563379	0.909339945
OG0007033	none	0	0	5	0.269383217	1.220445117	0.842289381
OG0007046	none	0	0	5	0.474989085	0.512073041	0.825265634
OG0007049	none	0	0	5	0.40847972	0.690885062	0.907426446
OG0007065	none	0	0	5	0.845163355	0.041624436	0.982275017
OG0007069	relaxed	0	5	0	0.010069507	12.50979344	0.768527686
OG0007100	none	0	0	5	0.583442127	0.300717231	1.063966952
OG0007102	intensified	5	0	0	0.000437884	12.36439525	2.174430495
OG0007124	none	1	0	4	0.080923289	3.223760785	1.800880042
OG0007187	none	0	0	5	0.127131697	2.353708029	0.741428393
OG0007206	relaxed	0	5	0	6.32E-05	16.06488736	0.483672794
OG0007242	none	0	0	5	0.903722083	0.059243178	0.990996903
OG0007244	none	0	0	5	0.59514428	0.290533014	1.084937103
OG0007257	none	0	0	5	0.210921642	1.591668693	0.853605442
OG0007258	relaxed	0	5	0	0.000191564	13.92250162	0.618772207
OG0007302	relaxed	0	5	0	0.044468279	4.039252369	0.693361684
OG0007314	relaxed	0	5	0	6.00E-05	68.1720132	0.158600279
OG0007321	intensified	5	0	0	1.10E-06	23.78462675	1.598180044
OG0007376	none	0	0	5	0.41195941	0.677931922	1.362431054
OG0007401	none	0	0	5	0.316652855	1.188749834	0.61195999
OG0007415	none	0	0	5	0.275226009	1.696433651	0.857047797
OG0007423	intensified	5	0	0	0.002888216	8.877826143	1.473168136
OG0007443	none	0	0	5	0.15899166	1.983791734	0.18701062
OG0007452	none	0	0	5	0.524579342	0.407726751	0.938350117
OG0007453	none	0	0	5	0.281145306	1.171029295	0.84131978
OG0007474	none	0	0	5	0.872391553	0.030292384	1.020019026
OG0007479	none	0	0	5	0.07907661	3.134463184	0.911861924
OG0007483	none	0	0	5	0.515305529	0.425016323	0.893039953
OG0007507	relaxed	0	3	2	0.054601582	3.747724089	0.852908689
OG0007530	none	0	0	5	0.13869333	2.256567675	0.905849054
OG0007532	none	0	0	5	0.336086558	0.986400659	0.85420818
OG0007536	none	0	0	5	0.063870162	3.471926636	0.658488336
OG0007540	relaxed	0	5	0	6.47E-06	21.06726148	0.56666443
OG0007545	intensified	5	0	0	0.027291435	4.898874348	1.477205798
OG0007556	none	1	0	4	0.251016663	20.50641543	0.850708384
OG0007565	none	0	0	5	0.141933732	2.156868855	0.66498784
OG0007594	none	0	0	5	0.796609456	0.067115131	0.908203997
OG0007596	none	0	0	5	0.52534907	0.425726165	1.222380205
OG0007603	intensified	3	2	0	0.015830855	6.740900877	6.273379454
OG0007624	none	0	1	4	0.371174309	42.75961618	0.766832826
OG0007631	none	0	0	5	0.66481848	0.193347969	1.187685075
OG0007638	none	0	0	5	0.109007598	2.569155053	0.727116016
OG0007687	none	0	0	5	0.517988965	0.418757852	0.93743931
OG0007719	none	0	1	4	0.762212665	1.051867246	0.885355233
OG0007720	none	0	1	4	0.106623641	3.27251936	0.868210211
OG0007740	none	0	0	5	0.322485139	1.014953919	0.638504696
OG0007744	none	0	0	5	0.112265467	2.524103681	0.899785295
OG0007764	none	0	0	5	0.662114734	0.560920431	0.907414816
OG0007779	none	0	0	5	0.84181929	0.040210809	0.968552075
OG0007781	none	0	0	5	0.267980723	1.273813011	1.172840478
OG0007790	none	0	0	5	0.351649195	1.165291564	0.270100216
OG0007797	none	0	0	5	0.299808987	1.367904727	0.880166936
OG0007858	none	0	0	5	0.448169413	0.655244785	24.39603986
OG0007871	none	0	0	5	0.245217428	1.887345036	0.809473385
OG0007884	none	0	0	5	0.927147874	0.008819616	1.012088672
OG0007892	relaxed	0	5	0	0.000780654	11.29683316	0.490041088
OG0007915	none	0	0	5	0.578547107	0.413597147	1.108597136
OG0007930	relaxed	0	5	0	0.000198674	16.1511243	0.345798534
OG0007959	none	0	0	5	0.581820103	0.338247618	0.943922008
OG0007981	none	0	0	5	0.601322001	0.345373605	0.93545594
OG0007990	none	0	0	5	0.121495432	2.916479234	2.829203912
OG0008003	none	0	0	5	0.814314344	0.373671261	3.642384065
OG0008014	intensified	5	0	0	0.018866383	5.515637416	12.34986169
OG0008022	relaxed	0	5	0	3.21E-06	21.75338126	1.87E-06
OG0008031	none	0	0	5	0.934381213	0.009708602	0.996696341
OG0008032	none	0	0	5	0.342853737	1.002805144	0.968921621
OG0008042	none	0	0	5	0.248079444	1.351094643	4.387892505
OG0008046	relaxed	0	5	0	1.03E-10	54.87884132	0.353744216
OG0008051	relaxed	0	5	0	0.018274757	5.570776574	0.824965338
OG0008222	none	0	0	5	0.167799949	1.928134871	0.834879844
OG0008285	none	0	0	5	0.271110139	1.235898815	1.353583359
OG0008359	relaxed	0	3	2	0.040934139	4.286342192	0.705660252
OG0008414	none	0	0	5	0.844336401	0.060908741	1.04434119
OG0008440	none	0	0	5	0.770310984	0.085533086	0.96763034
OG0008510	none	1	0	4	0.1144536	2.716567145	1.21309973
OG0008540	relaxed	0	5	0	0.011889295	6.335256794	0.654846181
OG0008572	none	0	0	5	0.804777419	0.075752814	0.636077283
OG0008659	intensified	5	0	0	8.30E-06	188.2364935	25.58028526
OG0008695	none	0	0	5	0.062637838	3.470312409	1.583657544
OG0008747	relaxed	0	4	1	0.025830841	8.824881897	0.345515012
OG0008754	none	0	0	5	0.812943253	0.074690031	1.021352829
OG0008789	relaxed	0	4	1	0.02041888	5.894468755	0.728012812
OG0008811	relaxed	0	5	0	0.047773026	3.917990805	0.885691786
OG0008824	none	0	0	5	0.188840989	1.728914992	0.861082213
OG0008888	none	0	1	4	0.576550677	1.490586695	0.629403559
OG0008913	none	0	0	5	0.286167804	1.828061419	0.569999052
OG0009067	none	0	0	5	0.380636371	0.876139736	1.21741152
OG0009091	none	0	0	5	0.403860688	1.517396966	1.226355808
OG0009094	none	0	0	5	0.926866571	0.016333286	1.066568461
OG0009103	none	0	0	5	0.516451337	0.420983575	0.804375617
OG0009161	none	0	0	5	0.199571541	1.645687513	0.85588773
OG0009170	intensified	5	0	0	1.37E-06	25.06792519	14.18765314
OG0009209	relaxed	0	5	0	0	115.5463327	0.166121551
OG0009217	none	0	0	5	0.138808005	2.6172479	0.790008957
OG0009236	none	0	0	5	0.583679125	0.306365046	0.919199985
OG0009324	relaxed	0	5	0	4.06E-06	21.60524679	0.728503433
OG0009341	relaxed	0	5	0	0.040219614	4.208999686	0.611784509
OG0009357	none	0	0	5	0.834484527	0.257309349	0.956543666
OG0009364	none	2	0	3	0.08766579	5.047511614	6.623917727
OG0009365	relaxed	0	4	1	0.089946682	3.847701816	0.160110935
OG0009382	relaxed	0	4	1	0.027238566	5.277843131	0.877094432
OG0009437	none	1	0	4	0.155112988	5.372001163	15.57187009
OG0009482	none	0	0	5	0.423649003	0.642024054	1.037910363
OG0009535	none	0	0	5	0.276871331	1.183881378	0.858883326
OG0009613	intensified	3	0	2	0.247136367	2.768730755	1.278120344
OG0009621	none	0	0	5	0.830674996	0.054236575	1.014865602
OG0009641	none	0	0	5	0.098750835	2.761132975	0.831011208
OG0009659	relaxed	1	4	0	0.009574234	8.170817076	3.487924313
OG0009690	none	0	0	5	0.080133801	3.096610593	2.088082275
OG0009701	none	0	0	5	0.731226482	0.169498262	0.732315526
OG0009704	none	0	0	5	0.791745687	0.578418392	1.220236552
OG0009747	relaxed	0	5	0	0.000222322	30.00460575	0.422580504
OG0009754	none	0	0	5	0.743112698	0.574718837	1.065545808
OG0009852	relaxed	0	5	0	0.003890483	8.533044552	0.699202556
OG0009882	none	0	0	5	0.679048058	0.250050717	0.82039673
OG0009928	none	0	2	3	0.078866321	3.278240793	0.820792881
OG0009937	relaxed	0	5	0	6.59E-06	20.31265992	0.009027793
OG0009963	none	0	0	5	0.333852882	1.580544312	2.011145692
OG0010051	none	0	0	5	0.355204502	0.890698223	1.117711012
OG0010082	none	0	0	5	0.633205328	0.228483661	0.934091579
OG0010087	none	0	0	5	0.395904565	0.733844167	0.884771876
OG0010110	relaxed	0	5	0	0.017739259	5.621761653	0.115177318
OG0010113	intensified	5	0	0	0.018582959	6.541208589	2.863237478
OG0010119	none	0	0	5	0.118482682	2.439529299	0.808068698
OG0010122	none	1	0	4	0.07737975	3.463233541	1.212079252
OG0010127	none	0	0	5	0.381438215	1.445970284	0.712299097
OG0010139	none	0	0	5	0.477573797	1.371000066	1.390940014
OG0010164	relaxed	0	5	0	0.04034301	4.203427567	0.825876925
OG0010260	none	0	0	5	0.635095691	0.225268654	1.271301631
OG0010268	none	0	0	5	0.420399108	0.652797557	0.926924087
OG0010308	intensified	4	0	1	0.027485767	16.15522876	12.20602987
OG0010369	none	0	0	5	0.966800231	0.002357537	1.004050884
OG0010512	relaxed	0	5	0	0.001771794	9.776156035	0.775727416
OG0010537	none	0	1	4	0.12607263	3.226287601	0.548662949
OG0010584	none	0	0	5	0.197363169	1.662028385	0.88637247
OG0010606	intensified	5	0	0	0.000790339	11.26819086	1.352404897
OG0010610	none	0	0	5	0.891195542	0.040797873	1.017323098
OG0010654	none	0	0	5	0.606243502	0.339390118	1.140980641
OG0010751	intensified	5	0	0	0.029367277	4.751136459	1.329544416
OG0010754	intensified	4	0	1	0.038537834	4.579310643	1.183297285
OG0010776	none	1	0	4	0.271246594	2.088722133	8.903595641
OG0010865	relaxed	0	4	1	0.029818102	6.629595385	0.693634336
OG0010947	none	0	0	5	0.549746749	0.357948849	0.869959052
OG0010956	relaxed	0	5	0	2.57E-11	45.14933448	0.093771311
OG0010981	none	0	0	5	0.19448465	1.747629658	0.804717855
OG0011090	none	0	0	5	0.27620226	1.188207878	0.844706589
OG0011099	none	1	0	4	0.072248425	3.349586269	9.755907185
OG0011110	none	0	0	5	0.511838799	0.44269032	0.856676784
OG0011118	none	0	0	5	0.403350343	0.715939339	1.075974489
OG0011150	none	0	0	5	0.789143678	0.15503395	1.366613737
OG0011164	none	0	0	5	0.919248251	0.012240437	0.989932826
OG0011189	relaxed	0	5	0	0.009417615	7.775637369	0.708064509
OG0011243	relaxed	0	5	0	0.01234061	6.343562568	0.859719333
OG0011257	none	0	0	5	0.112882686	2.513671904	0.777516972
OG0011299	relaxed	0	4	1	0.0319726	4.720737724	0.627779591
OG0011322	none	0	0	5	0.834736175	0.063932109	0.988812158
OG0011330	none	0	0	5	0.096300002	2.771548535	0.850611425
OG0011347	none	0	0	5	0.652790272	0.203896635	0.959696629
OG0011353	none	0	0	5	0.777117641	0.080135633	6.679624347
OG0011356	relaxed	0	5	0	0.000253146	13.47654756	0.552191455
OG0011360	none	0	0	5	0.615367809	0.457633285	2.48014351
OG0011370	relaxed	0	5	0	0.007759451	7.13504975	0.609673055
OG0011372	none	0	0	5	0.713949809	0.247507924	0.966568626
OG0011377	none	0	0	5	0.425648737	0.635210979	1.074503241
OG0011378	relaxed	0	5	0	0.020005313	5.432705279	0.710226357
OG0011389	none	0	0	5	0.997980328	-9.00E-05	1.002323356
OG0011390	intensified	5	0	0	0.007552811	7.136645667	1.364633902
OG0011416	none	0	1	4	0.180227477	2.240927804	0.721539309
