OG_ID	Preferred_name	selection
OG0010631	C10orf107	intensified
OG0010648	MXD3	intensified
OG0010652	PAF1	intensified
OG0010708	TRPC1	intensified
OG0010716	BCL3	intensified
OG0010728	SLC50A1	intensified
OG0010751	MEN1	intensified
OG0010754	TROVE2	intensified
OG0010755	FAM73A	intensified
OG0010763	LAMC2	intensified
OG0010767	BEND3	intensified
OG0010770	TMEM234	intensified
OG0010780	MANBA	intensified
OG0010804	ZNF277	intensified
OG0010852	TMEM104	intensified
OG0010869	BRK1	intensified
OG0010893	NDUFS3	intensified
OG0010895	GH1	intensified
OG0010901	C2orf42	intensified
OG0010907	FJX1	intensified
OG0010920	-	intensified
OG0010954	MAPK4	intensified
OG0011006	TBRG1	intensified
OG0011011	TTC36	intensified
OG0011055	FIGLA	intensified
OG0011058	C9orf142	intensified
OG0011061	TTC16	intensified
OG0011063	MRPS30	intensified
OG0011073	CYYR1	intensified
OG0011088	APLF	intensified
OG0011094	PIGM	intensified
OG0011115	DTWD2	intensified
OG0011122	RBM41	intensified
OG0011130	FAM110C	intensified
OG0011137	SPO11	intensified
OG0011149	TGFA	intensified
OG0011151	C1orf159	intensified
OG0011160	ATXN10	intensified
OG0011166	FOPNL	intensified
OG0011173	WDR61	intensified
OG0011181	CCDC34	intensified
OG0011188	HDHD2	intensified
OG0011203	MCIDAS	intensified
OG0011205	RFC4	intensified
OG0011218	ZBTB7A	intensified
OG0011239	ATXN3	intensified
OG0011247	ERICH1	intensified
OG0011250	PKMYT1	intensified
OG0011303	SUGCT	intensified
OG0011314	MRPS2	intensified
OG0011318	C8B	intensified
OG0011366	METTL15	intensified
OG0011374	GPR101	intensified
OG0011376	SYCE3	intensified
OG0011390	SLC22A16	intensified
OG0011452	OTUD1	intensified
OG0011456	ANKRD66	intensified
OG0011457	BCL2L11	intensified
OG0011465	UBXN10	intensified
OG0011469	SRP54	intensified
OG0011476	MSANTD4	intensified
OG0011523	PEX7	intensified
OG0011527	XPA	intensified
OG0011542	EXOSC2	intensified
OG0011577	RAD54B	intensified
OG0011580	FAM151A	intensified
OG0011582	ISYNA1	intensified
OG0011591	KLF8	intensified
OG0011599	MLH3	intensified
OG0011616	TSPAN12	intensified
OG0011623	MGP	intensified
OG0011633	METTL20	intensified
OG0011657	TAL1	intensified
OG0011678	EPHX2	intensified
OG0011686	PEMT	intensified
OG0011701	IL17D	intensified
OG0011702	CMSS1	intensified
OG0011717	TMIE	intensified
OG0011720	LRCH4	intensified
OG0011723	SAMD7	intensified
OG0011742	PLEKHG7	intensified
OG0011747	ARV1	intensified
OG0011773	SPATA4	intensified
OG0011776	TMEM119	intensified
OG0011783	TMEM130	intensified
OG0011785	ZNF668	intensified
OG0011809	ASB6	intensified
OG0011886	KIAA2026	intensified
OG0011888	NOC4L	intensified
OG0011916	ETS2	intensified
OG0011918	OVCA2	intensified
OG0011920	SETD9	intensified
OG0011925	PEX11G	intensified
OG0011930	EFCAB2	intensified
OG0011940	HECTD2	intensified
OG0011942	MED9	intensified
OG0011994	CCDC73	intensified
OG0012007	SPATA1	intensified
OG0012028	GLA	intensified
OG0012062	SLC25A27	intensified
OG0012070	C1orf194	intensified
OG0012071	SRXN1	intensified
OG0012079	C19orf67	intensified
OG0012085	TAF1C	intensified
OG0012101	ENDOV	intensified
OG0012102	UBE2QL1	intensified
OG0012113	WDR25	intensified
OG0012118	JMJD7	intensified
OG0012121	TRMT61B	intensified
OG0012137	OTC	intensified
OG0012144	C11orf85	intensified
OG0012145	MAN2B2	intensified
OG0012164	LDLRAD2	intensified
OG0012191	ZGLP1	intensified
OG0012253	MRPL34	intensified
OG0012267	CCDC83	intensified
OG0012268	RBBP9	intensified
OG0012298	LRRC27	intensified
OG0012330	NPVF	intensified
OG0012443	C2orf61	intensified
OG0012518	MRPL33	intensified
OG0012525	CXorf36	intensified
OG0012533	RNF212B	intensified
OG0012539	CDYL2	intensified
OG0012545	VSTM5	intensified
OG0012625	CD6	intensified
OG0012771	PTGES3L	intensified
