OG_ID,analysis_absrel,analysis_relax_intens,analysis_PAML,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contr,condition_pigmentation,condition_eyes,gene_symbol,qname,query,chr,seqStart,seqEnd
OG0000258,NA,NA,NA,expanded,NA,NA,NA,NA,TPM1,cave_species_candidate_gene_selection_analysis-OG0000258-evm.model.ptg018439l.1_Prang,evm.model.ptg018439l.1_Prang,chr13,536076838,536077693
OG0000263,NA,NA,NA,NA,NA,NA,NA,eyeloss,ABI2,cave_species_candidate_gene_selection_analysis-OG0000263-evm.model.ptg007086l.7_Prang,evm.model.ptg007086l.7_Prang,chr16,286622169,286623600
OG0000263,NA,NA,NA,NA,NA,NA,NA,eyeloss,ABI2,cave_species_candidate_gene_selection_analysis-OG0000263-evm.model.ptg020492l.1_Prang,evm.model.ptg020492l.1_Prang,chr19,573159910,573161641
OG0000263,NA,NA,NA,NA,NA,NA,NA,eyeloss,ABI2,cave_species_candidate_gene_selection_analysis-OG0000263-evm.model.ptg020710l.5_Prang,evm.model.ptg020710l.5_Prang,chr19,573071896,573072064
OG0000263,NA,NA,NA,NA,NA,NA,NA,eyeloss,ABI2,cave_species_candidate_gene_selection_analysis-OG0000263-evm.model.ptg022945l.1_Prang,evm.model.ptg022945l.1_Prang,chr9,1079446852,1079447881
OG0000266,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB11B,cave_species_candidate_gene_selection_analysis-OG0000266-evm.model.ptg011014l.3_Prang,evm.model.ptg011014l.3_Prang,chr9,430392831,430393485
OG0000266,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB11B,cave_species_candidate_gene_selection_analysis-OG0000266-evm.model.ptg011014l.4_Prang,evm.model.ptg011014l.4_Prang,chr9,430858953,430859601
OG0000266,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB11B,cave_species_candidate_gene_selection_analysis-OG0000266-evm.model.ptg015615l.1_Prang,evm.model.ptg015615l.1_Prang,chr7,1620893362,1620893947
OG0000282,NA,NA,NA,expanded,NA,NA,NA,NA,SLC5A9,cave_species_candidate_gene_selection_analysis-OG0000282-evm.model.ptg000728l.1_Prang,evm.model.ptg000728l.1_Prang,chr6,1154658092,1154658941
OG0000282,NA,NA,NA,expanded,NA,NA,NA,NA,SLC5A9,cave_species_candidate_gene_selection_analysis-OG0000282-evm.model.ptg001999l.1_Prang,evm.model.ptg001999l.1_Prang,chr10,1016442451,1016444389
OG0000282,NA,NA,NA,expanded,NA,NA,NA,NA,SLC5A9,cave_species_candidate_gene_selection_analysis-OG0000282-evm.model.ptg003457l.3_Prang,evm.model.ptg003457l.3_Prang,chr10,1092964648,1092966718
OG0000282,NA,NA,NA,expanded,NA,NA,NA,NA,SLC5A9,cave_species_candidate_gene_selection_analysis-OG0000282-evm.model.ptg006346l.1_Prang,evm.model.ptg006346l.1_Prang,chr12,228274085,228276023
OG0000282,NA,NA,NA,expanded,NA,NA,NA,NA,SLC5A9,cave_species_candidate_gene_selection_analysis-OG0000282-evm.model.ptg008778l.3_Prang,evm.model.ptg008778l.3_Prang,chr11,442343910,442345911
OG0000288,NA,NA,NA,NA,NA,NA,NA,eyeloss,PIP5K1C,cave_species_candidate_gene_selection_analysis-OG0000288-evm.model.ptg000399l.9_Prang,evm.model.ptg000399l.9_Prang,chr13,637922970,637925031
OG0000288,NA,NA,NA,NA,NA,NA,NA,eyeloss,PIP5K1C,cave_species_candidate_gene_selection_analysis-OG0000288-evm.model.ptg002143l.9_Prang,evm.model.ptg002143l.9_Prang,chr1,2697566490,2697567996
OG0000288,NA,NA,NA,NA,NA,NA,NA,eyeloss,PIP5K1C,cave_species_candidate_gene_selection_analysis-OG0000288-evm.model.ptg011577l.1_Prang,evm.model.ptg011577l.1_Prang,chr9,554188946,554190797
OG0000295,NA,NA,NA,NA,NA,NA,pigmentation,NA,SRC,cave_species_candidate_gene_selection_analysis-OG0000295-evm.model.ptg001825l.3_Prang,evm.model.ptg001825l.3_Prang,chr5,137329757,137331374
OG0000295,NA,NA,NA,NA,NA,NA,pigmentation,NA,SRC,cave_species_candidate_gene_selection_analysis-OG0000295-evm.model.ptg003278l.1_Prang,evm.model.ptg003278l.1_Prang,chr14,229588598,229590221
OG0000295,NA,NA,NA,NA,NA,NA,pigmentation,NA,SRC,cave_species_candidate_gene_selection_analysis-OG0000295-evm.model.ptg018520l.3_Prang,evm.model.ptg018520l.3_Prang,chr4,1189634377,1189635991
OG0000316,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC2A11,cave_species_candidate_gene_selection_analysis-OG0000316-evm.model.ptg000207l.1_Prang,evm.model.ptg000207l.1_Prang,chr6,1184018054,1184019545
OG0000316,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC2A11,cave_species_candidate_gene_selection_analysis-OG0000316-evm.model.ptg000546l.1_Prang,evm.model.ptg000546l.1_Prang,chr6,923232032,923233355
OG0000316,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC2A11,cave_species_candidate_gene_selection_analysis-OG0000316-evm.model.ptg003169l.1_Prang,evm.model.ptg003169l.1_Prang,chr6,1184311481,1184312981
OG0000316,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC2A11,cave_species_candidate_gene_selection_analysis-OG0000316-evm.model.ptg004189l.5_Prang,evm.model.ptg004189l.5_Prang,chr6,1181988675,1181990184
OG0000316,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC2A11,cave_species_candidate_gene_selection_analysis-OG0000316-evm.model.ptg012171l.2_Prang,evm.model.ptg012171l.2_Prang,chr6,1186517225,1186518770
