Chrom,Start,End,Name
chr1,2778512810,2778514439,gene
chr1,2777687821,2777688844,gene
chr1,774790510,774793945,gene
chr1,1018033539,1018036395,gene
chr1,519744394,519745933,gene
chr1,710742347,710745866,gene
chr1,722577783,722583393,gene
chr1,1317626361,1317627645,gene
chr1,1316713129,1316715139,gene
chr1,2534018918,2534021342,gene
chr1,709016160,709020195,gene
chr1,1985881978,1985883499,gene
chr1,599947493,599948651,gene
chr1,2493084130,2493086845,gene
chr1,3040833207,3040836150,gene
chr1,2692098022,2692104334,gene
chr1,1031189115,1031190315,gene
chr1,267455702,267456593,gene
chr1,1397950710,1397951379,gene
chr1,3422658108,3422659068,gene
chr1,47777435,47779187,gene
chr1,2646646293,2646650586,gene
chr1,3406835833,3406837537,gene
chr1,3449125445,3449127176,gene
chr1,3338245188,3338246157,gene
chr1,3334097767,3334099231,gene
chr1,3676917069,3676917996,gene
chr1,2705943723,2705945010,gene
chr1,3905648981,3905652539,gene
chr1,3490182513,3490184994,gene
chr1,3263680437,3263683506,gene
chr1,2723145732,2723147130,gene
chr1,2722660504,2722660891,gene
chr1,3401319251,3401320439,gene
chr1,3392004195,3392004765,gene
chr1,57879299,57880943,gene
chr1,4658687,4659584,gene
chr1,3888320207,3888321440,gene
chr1,2476263691,2476264561,gene
chr1,3870535378,3870537394,gene
chr1,3876960309,3876962118,gene
chr1,2589816428,2589817883,gene
chr1,2279109719,2279111309,gene
chr1,1373395986,1373398044,gene
chr1,3802524427,3802528264,gene
chr1,3769009812,3769011144,gene
chr1,3770304638,3770306387,gene
chr1,3754221360,3754222644,gene
chr1,1363153156,1363154077,gene
chr1,3834462327,3834465252,gene
chr1,3721758151,3721760503,gene
chr1,3695777679,3695778444,gene
chr1,1279933746,1279934394,gene
chr1,3039651625,3039652063,gene
chr1,3047241929,3047243480,gene
chr1,1265844437,1265847842,gene
chr1,1409590146,1409591655,gene
chr1,2671796703,2671798635,gene
chr1,423649885,423651529,gene
chr1,150031341,150031998,gene
chr1,135818439,135819696,gene
chr1,2968643309,2968643690,gene
chr1,2962840101,2962841487,gene
chr1,3604602429,3604604109,gene
chr1,3381422016,3381422847,gene
chr1,3738258267,3738260130,gene
chr1,3973845477,3973848789,gene
chr1,3964558591,3964559815,gene
chr1,2710370770,2710374040,gene
chr1,360561541,360562270,gene
chr1,860022740,860025638,gene
chr1,2254714608,2254716420,gene
chr1,364945027,364945864,gene
chr1,359183776,359186056,gene
chr1,735437852,735438728,gene
chr1,540847380,540849261,gene
chr1,483205987,483207211,gene
chr1,226433700,226434594,gene
chr1,407464914,407466495,gene
chr1,29644992,29646630,gene
chr1,1265744138,1265744705,gene
chr1,496205209,496207213,gene
chr1,2491708054,2491709002,gene
chr1,2625508970,2625510323,gene
chr1,2479063950,2479066821,gene
chr1,2491645783,2491646212,gene
chr1,1790187648,1790189034,gene
chr1,177514835,177524447,gene
chr1,31533665,31534283,gene
chr1,420723209,420727886,gene
chr1,964702668,964703610,gene
chr1,2464399114,2464401481,gene
chr1,1679462097,1679467824,gene
chr1,822040987,822042400,gene
chr1,819981332,819982091,gene
chr1,2518086464,2518087322,gene
chr1,1270206939,1270208076,gene
chr1,382487223,382487769,gene
chr1,1378872782,1378873094,gene
chr1,175343720,175344881,gene
chr1,2924592898,2924593612,gene
chr1,1798354626,1798356456,gene
chr1,376497533,376498724,gene
chr1,923781356,923782616,gene
chr1,3716728870,3716729656,gene
chr1,3865950799,3865952311,gene
chr1,758612563,758613508,gene
chr1,1547916245,1547917184,gene
chr1,1062216356,1062218330,gene
chr1,1069790578,1069792426,gene
chr1,294211005,294212541,gene
chr1,2884981185,2884981785,gene
chr1,724990908,724992777,gene
chr1,2532514346,2532515726,gene
chr1,1490017173,1490018463,gene
chr1,2222423255,2222424269,gene
chr1,1302820201,1302822439,gene
chr1,2630458293,2630459067,gene
chr1,2623674487,2623675603,gene
chr1,3134666400,3134666829,gene
chr1,3050384266,3050387101,gene
chr1,3122402267,3122404466,gene
chr1,3556142006,3556142927,gene
chr1,1398546821,1398547592,gene
chr1,3145869681,3145872411,gene
chr1,3494584984,3494587294,gene
chr1,3720801798,3720803616,gene
chr1,3886827394,3886829713,gene
chr1,2184662316,2184663549,gene
chr1,426584394,426585798,gene
chr1,169175512,169178908,gene
chr1,3244203571,3244204768,gene
chr1,3611435267,3611436383,gene
chr1,1932279431,1932282842,gene
chr1,3759793895,3759799079,gene
chr1,3855841128,3855842772,gene
chr1,3974879366,3974881847,gene
chr1,2753872208,2753872853,gene
chr1,3428632761,3428635380,gene
chr1,3523557656,3523558505,gene
chr1,1334354431,1334359882,gene
chr1,3460358327,3460360634,gene
chr1,3469702337,3469703714,gene
chr1,56851786,56852935,gene
chr1,3269364690,3269366937,gene
chr1,2275795448,2275797530,gene
chr1,3804313341,3804313887,gene
chr1,34817891,34818962,gene
chr1,3860929128,3860930688,gene
chr1,1767758646,1767760032,gene
chr1,1353471430,1353472672,gene
chr1,530879257,530881318,gene
chr1,182410445,182411690,gene
chr1,1283473807,1283474536,gene
chr1,907134154,907136227,gene
chr1,149568855,149569968,gene
chr1,2359857503,2359858421,gene
chr1,1728831973,1728833017,gene
chr1,3208687050,3208687677,gene
chr1,2996942970,2996944383,gene
chr1,2058864038,2058865166,gene
chr1,3566772538,3566774128,gene
chr1,3700619856,3700620966,gene
chr1,3138638684,3138640625,gene
chr1,1039979420,1039980254,gene
chr1,3894668673,3894669702,gene
chr1,3607277043,3607278633,gene
chr1,1927723932,1927725117,gene
chr1,2187812087,2187814472,gene
chr1,377379834,377382171,gene
chr1,351959107,351961165,gene
chr1,3770814811,3770815663,gene
chr1,483309354,483310113,gene
chr1,1420918261,1420919185,gene
chr1,4079641717,4079642881,gene
chr1,3922185754,3922188418,gene
chr1,408287742,408288024,gene
chr1,3911153805,3911155080,gene
chr1,181512247,181513852,gene
chr1,685016529,685021185,gene
chr1,598283397,598284948,gene
chr1,2538695984,2538701411,gene
chr1,2494558442,2494559270,gene
chr1,338400507,338403738,gene
chr1,1698336526,1698338194,gene
chr1,2374436649,2374439538,gene
chr1,1689120864,1689123546,gene
chr1,967054908,967057023,gene
chr1,2941091364,2941092201,gene
chr1,1242141165,1242141354,gene
chr1,1683683713,1683685111,gene
chr1,1683513644,1683515969,gene
chr1,1980307036,1980309421,gene
chr1,3423651979,3423653524,gene
chr1,545713625,545714291,gene
chr1,904857672,904858593,gene
chr1,2219405119,2219406352,gene
chr1,1400722671,1400725506,gene
chr1,1072594025,1072595096,gene
chr1,2474865410,2474866082,gene
chr1,1097132112,1097132757,gene
chr1,737629886,737630654,gene
chr1,3758903326,3758903962,gene
chr1,378322107,378323253,gene
chr1,850766274,850768026,gene
chr1,763884253,763885207,gene
chr1,1541396930,1541397365,gene
chr1,3770978644,3770979781,gene
chr1,1067243064,1067245161,gene
chr1,1735805134,1735805950,gene
chr1,1036106324,1036106729,gene
chr1,1031870027,1031870594,gene
chr1,2224400519,2224401392,gene
chr1,713402163,713403342,gene
chr1,723703524,723704097,gene
chr1,1954918763,1954922468,gene
chr1,1305213291,1305214746,gene
chr1,3071792464,3071794549,gene
chr1,3103002377,3103002980,gene
chr1,2635483289,2635487681,gene
chr1,2698153525,2698154239,gene
chr1,2903845534,2903847250,gene
chr1,3331927968,3331929087,gene
chr1,3253156770,3253158438,gene
chr1,2829564368,2829566564,gene
chr1,3667849909,3667851193,gene
chr1,3485472649,3485474155,gene
chr1,2657818159,2657818765,gene
chr1,3393440502,3393441315,gene
chr1,1489532169,1489532907,gene
chr1,2087172893,2087175959,gene
chr1,3950137535,3950139350,gene
chr1,162391950,162393501,gene
chr1,3266311389,3266314716,gene
chr1,3480133613,3480135206,gene
chr1,532321902,532322769,gene
chr1,1281394133,1281396989,gene
chr1,1279712613,1279715883,gene
chr1,1942843422,1942844784,gene
chr1,1755169992,1755171330,gene
chr1,3739989125,3739993310,gene
chr1,2592970559,2592971030,gene
chr1,3634625626,3634626316,gene
chr1,3522428571,3522437148,gene
chr1,3519386473,3519386875,gene
chr1,3520437647,3520439387,gene
chr1,3887047499,3887048063,gene
chr1,352473587,352474277,gene
chr1,362268288,362273481,gene
chr1,359427860,359429498,gene
chr1,153460438,153461008,gene
chr1,228882476,228883067,gene
chr1,607198414,607198618,gene
chr1,2579158074,2579160864,gene
chr1,2897149478,2897150276,gene
chr1,2515073916,2515076373,gene
chr1,987136824,987137067,gene
chr1,984002916,984004176,gene
chr1,1119069521,1119071495,gene
chr1,1109663237,1109664380,gene
chr1,1109908059,1109909058,gene
chr1,413953494,413954238,gene
chr1,70155738,70156686,gene
chr1,447351074,447352895,gene
chr1,445849685,445850588,gene
chr1,457812628,457813798,gene
chr1,2181597828,2181600921,gene
chr1,1247133977,1247135723,gene
chr1,1095862080,1095864105,gene
chr1,3312164296,3312164833,gene
chr1,2780858531,2780859437,gene
chr1,1531269153,1531272738,gene
chr1,1277600564,1277601641,gene
chr1,2516556217,2516556625,gene
chr1,275600019,275600508,gene
chr1,1021425464,1021427129,gene
chr1,1734126430,1734130093,gene
chr1,1873321761,1873322637,gene
chr1,714779029,714779410,gene
chr1,1337157336,1337160402,gene
chr1,699186743,699188573,gene
chr1,1550276070,1550278122,gene
chr1,3408992498,3408993776,gene
chr1,3025146584,3025150934,gene
chr1,3041989777,3041991409,gene
chr1,1754117322,1754118708,gene
chr1,3447613014,3447615687,gene
chr1,3307476563,3307495160,gene
chr1,3311167737,3311168589,gene
chr1,2276278318,2276279401,gene
chr1,3284041872,3284044656,gene
chr1,3488239147,3488240086,gene
chr1,1389871335,1389875358,gene
chr1,1046058874,1046060350,gene
chr1,3838534139,3838536731,gene
chr1,16370165,16372178,gene
chr1,3970014826,3970015840,gene
chr1,3951501066,3951501945,gene
chr1,3481021194,3481023963,gene
chr1,2584236418,2584238905,gene
chr1,3791265305,3791266538,gene
chr1,427983938,427986560,gene
chr1,3830985006,3830986155,gene
chr1,3263986306,3263987599,gene
chr1,2761740765,2761741758,gene
chr1,3586954857,3586955748,gene
chr1,3611798798,3611799914,gene
chr1,249584291,249586124,gene
chr1,3998163288,3998163786,gene
chr1,220774055,220775981,gene
chr1,28142596,28144063,gene
chr1,495890508,495892641,gene
chr1,1656928791,1656930591,gene
chr1,2395268650,2395270474,gene
chr1,3248444362,3248445259,gene
chr1,2475571645,2475572689,gene
chr1,1684150990,1684152874,gene
chr1,25928720,25930013,gene
chr1,75767161,75767962,gene
chr1,456672866,456673370,gene
chr1,1091935414,1091937022,gene
chr1,2552135039,2552137613,gene
chr1,1352349654,1352349810,gene
chr1,1725065323,1725065995,gene
chr1,900910572,900911592,gene
chr1,2626764573,2626765260,gene
chr1,1782910295,1782912128,gene
chr1,22233545,22235192,gene
chr1,2811092393,2811093500,gene
chr1,3399125135,3399125672,gene
chr1,2365926911,2365927577,gene
chr1,3836067299,3836069582,gene
chr1,1047086048,1047088043,gene
chr1,4096522136,4096525508,gene
chr1,3893316985,3893317891,gene
chr1,3771203815,3771204835,gene
chr1,3798483324,3798488568,gene
chr1,3078824172,3078825084,gene
chr1,2926840435,2926841104,gene
chr1,2354074894,2354075890,gene
chr1,3884271675,3884272455,gene
chr1,3884969498,3884971121,gene
chr1,3539792626,3539792992,gene
chr1,2525613641,2525615540,gene
chr1,2894811623,2894813378,gene
chr1,787279485,787280034,gene
chr1,999254993,999257477,gene
chr1,2901009891,2901011055,gene
chr1,3343418729,3343421447,gene
chr1,3853805573,3853806668,gene
chr1,3701060291,3701062238,gene
chr1,1149943787,1149943958,gene
chr1,269552414,269554034,gene
chr1,3126466636,3126468151,gene
chr1,3125711515,3125712658,gene
chr1,1526056784,1526058998,gene
chr1,3439378945,3439381330,gene
chr1,161067534,161068485,gene
chr1,2913982956,2913988968,gene
chr1,3592641965,3592643963,gene
chr1,2979981357,2979981909,gene
chr1,482962951,482964568,gene
chr1,228433233,228434682,gene
chr1,224101934,224102969,gene
chr1,1874541619,1874544004,gene
chr1,561738501,561739953,gene
chr1,1240815664,1240816501,gene
chr1,1099677578,1099678166,gene
chr1,1724598738,1724599839,gene
chr1,269366525,269369009,gene
chr1,1385481049,1385492650,gene
chr1,350016164,350016893,gene
chr1,2537049576,2537050257,gene
chr1,458114000,458115608,gene
chr1,468640790,468643664,gene
chr1,2210886974,2210888411,gene
chr1,2473224001,2473224370,gene
chr1,2998553623,2998553986,gene
chr1,1256879701,1256880100,gene
chr1,2594648863,2594650330,gene
chr1,2527502363,2527503701,gene
chr1,3472091107,3472091407,gene
chr1,2227941734,2227943051,gene
chr1,3417389306,3417389975,gene
chr1,685648859,685651349,gene
chr1,2497415720,2497416218,gene
chr1,2041726518,2041728924,gene
chr10,1158754,1159999,gene
chr10,1106457007,1106457475,gene
chr10,116620052,116624363,gene
chr10,54701820,54703044,gene
chr10,133998393,133999608,gene
chr10,158319974,158321750,gene
chr10,559084616,559086710,gene
chr10,141408132,141409563,gene
chr10,151987140,151989042,gene
chr10,156041985,156043014,gene
chr10,220813615,220815976,gene
chr10,1225683910,1225684885,gene
chr10,1007288527,1007289571,gene
chr10,797157650,797159663,gene
chr10,819253045,819264550,gene
chr10,334961618,334963091,gene
chr10,700924105,700925941,gene
chr10,266661884,266663078,gene
chr10,257697951,257700711,gene
chr10,941063109,941066595,gene
chr10,72965462,72969008,gene
chr10,1259814828,1259816457,gene
chr10,44816109,44817375,gene
chr10,729254879,729258557,gene
chr10,474576673,474577918,gene
chr10,697663228,697664410,gene
chr10,692915858,692918321,gene
chr10,581231668,581232430,gene
chr10,499704513,499705704,gene
chr10,517710923,517713125,gene
chr10,333133254,333134298,gene
chr10,653416080,653419206,gene
chr10,1005952187,1005953798,gene
chr10,1003662109,1003669762,gene
chr10,169996275,169998558,gene
chr10,1272536126,1272536597,gene
chr10,268100329,268102927,gene
chr10,1135670961,1135672335,gene
chr10,266341603,266342239,gene
chr10,1200923047,1200925690,gene
chr10,1179907435,1179908890,gene
chr10,522774291,522774843,gene
chr10,434576530,434578435,gene
chr10,916760750,916761515,gene
chr10,917288999,917290436,gene
chr10,1012382723,1012385840,gene
chr10,1056025054,1056028228,gene
chr10,979922424,979924605,gene
chr10,801622024,801623890,gene
chr10,388997186,388997795,gene
chr10,240455881,240456859,gene
chr10,158109355,158110216,gene
chr10,58356628,58372102,gene
chr10,1239024070,1239024823,gene
chr10,1251569167,1251572143,gene
chr10,204844263,204845247,gene
chr10,31144044,31145814,gene
chr10,1091230478,1091231600,gene
chr10,799133792,799136600,gene
chr10,787204764,787206864,gene
chr10,785261178,785263518,gene
chr10,1104407751,1104413685,gene
chr10,400136675,400137581,gene
chr10,1071210312,1071210843,gene
chr10,779931942,779933196,gene
chr10,44192499,44193171,gene
chr10,756257043,756260388,gene
chr10,1172464728,1172465541,gene
chr10,131769199,131770543,gene
chr10,184418688,184420038,gene
chr10,98240701,98241451,gene
chr10,1213926053,1213927535,gene
chr10,1171268952,1171269981,gene
chr10,856936127,856937075,gene
chr10,916966194,916966692,gene
chr10,1011746202,1011750069,gene
chr10,1192920915,1192921791,gene
chr10,549627856,549630181,gene
chr10,1185146043,1185147285,gene
chr10,242205294,242210937,gene
chr10,235230882,235231455,gene
chr10,197737197,197737836,gene
chr10,240015024,240016473,gene
chr10,51928933,51930157,gene
chr10,65197506,65199597,gene
chr10,220464282,220466211,gene
chr10,228256158,228257448,gene
chr10,55236920,55239812,gene
chr10,47125013,47126072,gene
chr10,1210255424,1210256480,gene
chr10,661814596,661815259,gene
chr10,1272781564,1272781891,gene
chr10,873786474,873787233,gene
chr10,304059775,304060201,gene
chr10,137711782,137715169,gene
chr10,219845171,219846599,gene
chr10,1095003540,1095004563,gene
chr10,1066672603,1066674088,gene
chr10,801592466,801593903,gene
chr10,806505966,806506497,gene
chr10,997077981,997079253,gene
chr10,332720626,332721541,gene
chr10,492000843,492003276,gene
chr10,561651067,561651928,gene
chr10,852541423,852543568,gene
chr10,367849547,367851044,gene
chr10,375100614,375101826,gene
chr10,619440004,619440517,gene
chr10,348894916,348896509,gene
chr10,411233167,411235354,gene
chr10,414656945,414659531,gene
chr10,1065591290,1065591950,gene
chr10,421919097,421923036,gene
chr10,554937397,554942677,gene
chr10,743758843,743761318,gene
chr10,205532577,205533585,gene
chr10,94310887,94313677,gene
chr10,39938846,39940067,gene
chr10,261669707,261673697,gene
chr10,1225533660,1225534782,gene
chr10,267339255,267341208,gene
chr10,191468865,191470218,gene
chr10,178035999,178036977,gene
chr10,186813862,186820087,gene
chr10,1245470331,1245471978,gene
chr10,1185975528,1185977415,gene
chr10,106867069,106868299,gene
chr10,1206498002,1206499142,gene
chr10,1134439416,1134440976,gene
chr10,1168567501,1168568614,gene
chr10,939103274,939104417,gene
chr10,963933017,963934661,gene
chr10,1074101417,1074104720,gene
chr10,397485836,397487009,gene
chr10,1012191025,1012192411,gene
chr10,763088974,763090540,gene
chr10,1246181014,1246181845,gene
chr10,1211782849,1211783662,gene
chr10,40776141,40777446,gene
chr10,41709434,41712407,gene
chr10,208577509,208579762,gene
chr10,220021533,220023657,gene
chr10,45363900,45365040,gene
chr10,33340575,33342276,gene
chr10,1246738168,1246741018,gene
chr10,229618470,229620876,gene
chr10,561871409,561871760,gene
chr10,374962432,374964040,gene
chr10,625051453,625054138,gene
chr10,1006439653,1006440529,gene
chr10,839687160,839687910,gene
chr10,798770237,798772856,gene
chr10,779673520,779674465,gene
chr10,869146646,869147675,gene
chr10,1112942520,1112944830,gene
chr10,365411705,365414066,gene
chr10,510954843,510956112,gene
chr10,759181932,759182844,gene
chr10,379803305,379804640,gene
chr10,370107812,370108595,gene
chr10,756616433,756616703,gene
chr10,656607607,656610316,gene
chr10,1064396359,1064397778,gene
chr10,1091158439,1091160698,gene
chr10,807733278,807733707,gene
chr10,426275179,426275752,gene
chr10,488711854,488712586,gene
chr10,93841591,93845350,gene
chr10,44019032,44021369,gene
chr10,40288259,40289531,gene
chr10,173852236,173854543,gene
chr10,1089510450,1089511431,gene
chr10,935157586,935159821,gene
chr10,46870418,46871360,gene
chr10,19215928,19216891,gene
chr10,130241990,130244855,gene
chr10,1176858377,1176859241,gene
chr10,1133688834,1133689302,gene
chr10,1172632933,1172633377,gene
chr10,863285166,863286168,gene
chr10,870518251,870521308,gene
chr10,1110612264,1110613092,gene
chr10,646609563,646610205,gene
chr10,884277021,884278050,gene
chr10,1007305157,1007306252,gene
chr10,1024385423,1024386026,gene
chr10,1073288681,1073289350,gene
chr10,1009870540,1009871599,gene
chr10,959725193,959728637,gene
chr10,936755317,936757867,gene
chr10,773158277,773159909,gene
chr10,633783775,633785692,gene
chr10,640588529,640591136,gene
chr10,522921964,522922291,gene
chr10,484537803,484538676,gene
chr10,241786230,241787343,gene
chr10,65335362,65335695,gene
chr10,51835336,51836035,gene
chr10,14231287,14232739,gene
chr10,1226034961,1226035315,gene
chr10,142059936,142060668,gene
chr10,70720352,70721144,gene
chr10,210595977,210596616,gene
chr10,373377771,373378590,gene
chr10,193221914,193222829,gene
chr10,686241512,686242448,gene
chr10,363732622,363733984,gene
chr10,508808132,508809488,gene
chr10,571173100,571178686,gene
chr10,475650592,475651855,gene
chr10,758755877,758756531,gene
chr10,417177291,417179532,gene
chr10,1085016771,1085018784,gene
chr10,1107020732,1107021281,gene
chr10,562124821,562125103,gene
chr10,1177493073,1177494204,gene
chr10,1004215117,1004218846,gene
chr10,798439376,798440300,gene
chr10,701885769,701886381,gene
chr10,146107677,146108871,gene
chr10,11742852,11743260,gene
chr10,170877889,170878498,gene
chr10,5358301,5359276,gene
chr10,136476285,136477278,gene
chr10,1192188107,1192189511,gene
chr10,1168831264,1168831951,gene
chr10,987408073,987408790,gene
chr10,182710932,182712132,gene
chr10,957769538,957771488,gene
chr10,958966367,958968797,gene
chr10,961818365,961819676,gene
chr10,968780202,968782050,gene
chr10,1077477139,1077478075,gene
chr10,1032854504,1032855893,gene
chr10,761894346,761896539,gene
chr10,1113701493,1113703071,gene
chr10,255857903,255858209,gene
chr10,234965588,234965834,gene
chr10,168329747,168332942,gene
chr10,1185635440,1185636157,gene
chr10,206360194,206361151,gene
chr10,735304859,735305384,gene
chr10,774939737,774942626,gene
chr10,789182962,789183895,gene
chr10,478504858,478508242,gene
chr10,574629230,574631087,gene
chr10,493564811,493565735,gene
chr10,505276102,505277860,gene
chr10,450664461,450665880,gene
chr10,433016937,433017594,gene
chr10,61594829,61596014,gene
chr10,273158193,273159702,gene
chr10,50568699,50569659,gene
chr10,492894212,492895205,gene
chr10,200868454,200869573,gene
chr10,791295539,791297579,gene
chr10,201190446,201191319,gene
chr10,128541307,128542048,gene
chr10,869624981,869625995,gene
chr10,271095814,271097641,gene
chr10,1247355435,1247356965,gene
chr10,182758374,182759343,gene
chr10,759833500,759835897,gene
chr10,141863024,141864275,gene
chr10,998774997,998775360,gene
chr10,576382308,576383016,gene
chr10,434047775,434049776,gene
chr10,773019170,773019956,gene
chr10,1214823377,1214824166,gene
chr10,1171672337,1171673237,gene
chr10,1168102925,1168103666,gene
chr10,897297663,897298440,gene
chr10,207670386,207671214,gene
chr10,52683110,52683632,gene
chr10,402013179,402014940,gene
chr10,991104911,991105625,gene
chr11,277054592,277056077,gene
chr11,216408761,216410420,gene
chr11,260761827,260763336,gene
chr11,286535948,286537910,gene
chr11,70765365,70767048,gene
chr11,83390789,83391119,gene
chr11,218862484,218867707,gene
chr11,380414769,380415849,gene
chr11,685902038,685903454,gene
chr11,125582026,125584315,gene
chr11,345326864,345328382,gene
chr11,282389939,282390311,gene
chr11,77334770,77335220,gene
chr11,701207512,701209426,gene
chr11,460252678,460253866,gene
chr11,716173540,716174533,gene
chr11,374318763,374319447,gene
chr11,442145318,442149365,gene
chr11,264620888,264623960,gene
chr11,635598817,635600275,gene
chr11,365495056,365496835,gene
chr11,240358622,240365768,gene
chr11,204239655,204240951,gene
chr11,110715768,110716344,gene
chr11,178462535,178463021,gene
chr11,442813995,442815294,gene
chr11,442625266,442626745,gene
chr11,666800245,666800629,gene
chr11,700537665,700540521,gene
chr11,686288653,686291422,gene
chr11,400077904,400078270,gene
chr11,367868414,367869407,gene
chr11,17309442,17309706,gene
chr11,419649965,419650400,gene
chr11,376199269,376201528,gene
chr11,1219975057,1219977295,gene
chr11,85517113,85517308,gene
chr11,373415232,373415643,gene
chr11,176760555,176761218,gene
chr11,29264060,29264915,gene
chr11,77734910,77736782,gene
chr11,228254277,228255504,gene
chr11,24079609,24080815,gene
chr11,57698321,57699170,gene
chr11,83207120,83209130,gene
chr11,100943823,100944855,gene
chr11,688220233,688221274,gene
chr11,352336609,352337569,gene
chr11,904070318,904071833,gene
chr11,396334005,396334809,gene
chr11,112444111,112444798,gene
chr11,111013922,111014444,gene
chr11,154505919,154506894,gene
chr11,1219490156,1219491488,gene
chr11,694606822,694608142,gene
chr11,486117239,486118547,gene
chr11,967895162,967895960,gene
chr11,443423187,443424531,gene
chr11,515468796,515469372,gene
chr11,725274585,725275182,gene
chr11,487759579,487763581,gene
chr11,404522198,404524955,gene
chr11,321149326,321150103,gene
chr11,359176986,359178738,gene
chr11,400098574,400101013,gene
chr11,419400833,419402168,gene
chr11,263641889,263643335,gene
chr11,595368049,595369252,gene
chr11,334484629,334486363,gene
chr11,263775108,263776605,gene
chr11,25835222,25836155,gene
chr11,359726865,359727477,gene
chr11,654723636,654724578,gene
chr11,319991943,319993242,gene
chr11,318975315,318975837,gene
chr11,236498810,236500337,gene
chr11,49875253,49875541,gene
