Chrom,Start,End,Name
chr3,1712536326,1712537166,gene
chr7,474367674,474369213,gene
chr1,3425432170,3425432569,gene
chr5,728763664,728765851,gene
chr13,617484513,617485524,gene
chr15,352269955,352271698,gene
chr2,2912483110,2912485006,gene
chr5,391285737,391288758,gene
chr1,709016160,709020195,gene
chr1,1689742215,1689743517,gene
chr5,885011824,885013003,gene
chr3,1187536933,1187537146,gene
chr6,1488832101,1488832974,gene
chr9,1363323588,1363325658,gene
chr9,515175471,515176320,gene
chr3,1554943229,1554945104,gene
chr4,851647762,851650384,gene
chr17,576246961,576251725,gene
chr5,2495553720,2495554206,gene
chr5,586849959,586851651,gene
chr12,1049182297,1049185300,gene
chr13,893915939,893917592,gene
chr17,284298031,284300629,gene
chr16,347794927,347796412,gene
chr5,59491116,59492262,gene
chr9,986705819,986708177,gene
chr5,239396956,239401543,gene
chr19,178109260,178110418,gene
chr10,140065959,140068623,gene
chr5,392171293,392172250,gene
chr15,657283897,657284671,gene
chr19,97021086,97026597,gene
chr2,2944578791,2944579835,gene
chr11,153721720,153724660,gene
chr1,2581320316,2581323661,gene
chr2,833640275,833641742,gene
chr12,1109238996,1109240997,gene
chr12,1108734012,1108734864,gene
chr9,1407822332,1407825281,gene
chr6,1953784408,1953787159,gene
chr10,251768411,251769710,gene
chr8,750915189,750917154,gene
chr6,1179187797,1179189159,gene
chr2,2387712323,2387713178,gene
chr17,292265110,292266751,gene
chr10,420300061,420301483,gene
chr6,131101013,131102336,gene
chr2,554138913,554141940,gene
chr15,249374598,249375399,gene
chr8,316070438,316070717,gene
chr6,755789597,755790734,gene
chr19,429956144,429959990,gene
chr4,2276321259,2276328576,gene
chr3,27917820,27919671,gene
chr5,1650564791,1650566282,gene
chr2,2204503750,2204505379,gene
chr8,785767372,785778835,gene
chr10,6197265,6198198,gene
chr1,517096787,517097654,gene
chr14,817742375,817750292,gene
chr5,2091205966,2091206299,gene
chr4,2235536922,2235540414,gene
scaffold575,3850252,3857365,gene
chr4,1059522203,1059524297,gene
chr14,477103066,477104515,gene
chr3,970714527,970717020,gene
chr7,891834035,891835928,gene
chr11,376676427,376680285,gene
chr6,1660609049,1660610816,gene
chr13,219979513,219981697,gene
chr11,8610234,8610384,gene
chr2,3450877087,3450880909,gene
chr12,1143832900,1143834082,gene
chr12,380222015,380223557,gene
chr9,1024806085,1024806856,gene
chr13,896220170,896222192,gene
chr15,488797633,488801713,gene
chr16,342305297,342305921,gene
chr2,819707196,819707412,gene
chr12,1110785262,1110789375,gene
chr10,855579789,855582528,gene
chr13,971609517,971612649,gene
chr7,1541340580,1541341768,gene
chr7,862894175,862897121,gene
chr10,886983926,886985642,gene
chr2,20488013,20493344,gene
chr10,1228570446,1228573965,gene
chr3,2954916638,2954917973,gene
chr9,140351528,140354552,gene
chr4,2719017473,2719017938,gene
chr7,386155625,386160344,gene
chr13,391650658,391654408,gene
chr5,883803596,883804373,gene
chr3,694364395,694368976,gene
chr4,2911620916,2911622740,gene
chr13,987798321,987798999,gene
chr3,2742238747,2742244945,gene
chr8,1029223144,1029223708,gene
chr17,496123450,496124914,gene
chr1,3681458159,3681459674,gene
chr1,1729199687,1729199972,gene
chr4,2315429387,2315429918,gene
chr2,605397970,605399680,gene
chr1,3716378488,3716379898,gene
chr11,1171488735,1171490949,gene
chr10,1030490170,1030490752,gene
chr8,71012554,71012764,gene
chr4,559128449,559129820,gene
chr13,931976527,931976779,gene
chr11,642622715,642623852,gene
chr15,459498959,459500483,gene
chr1,2427937489,2427940624,gene
chr2,25453086,25453902,gene
chr1,2192259825,2192260614,gene
chr8,675242554,675244813,gene
chr15,248704629,248705586,gene
chr4,2158131082,2158133824,gene
chr13,863555869,863561632,gene
chr19,573071896,573072064,gene
chr7,427614849,427617921,gene
chr5,849923489,849926795,gene
chr10,45664813,45665026,gene
chr1,160722940,160724977,gene
chr6,1148745490,1148746696,gene
chr13,165243291,165246471,gene
chr1,3627037977,3627039015,gene
chr12,816261106,816267397,gene
chr13,742808414,742813460,gene
chr4,426474829,426475279,gene
chr1,177514835,177524447,gene
chr2,833185400,833186405,gene
chr8,326469482,326470487,gene
chr1,2643897114,2643897432,gene
chr10,1185475036,1185476389,gene
chr15,596375533,596382157,gene
chr2,3448328127,3448330479,gene
chr15,783470237,783470618,gene
chr5,774515226,774515736,gene
chr17,729972100,729973780,gene
scaffold10915,23873,24968,gene
chr5,1503146895,1503148056,gene
chr2,2107845525,2107846242,gene
chr5,969920385,969921990,gene
chr7,1548262556,1548270476,gene
chr8,159849481,159851434,gene
chr3,850802908,850803982,gene
chr5,1897631099,1897632161,gene
chr4,871897348,871899910,gene
chr6,742924408,742924819,gene
chr4,2952593978,2952595202,gene
chr1,3586661638,3586663249,gene
chr1,3166278265,3166278580,gene
chr1,1018098551,1018098914,gene
chr12,595785518,595786649,gene
chr19,400865574,400867365,gene
chr10,339818770,339821536,gene
chr10,226515876,226516347,gene
chr13,341847937,341849641,gene
chr17,63904067,63904757,gene
chr3,2343956203,2343958105,gene
chr19,66485089,66487645,gene
chr10,979467222,979467603,gene
chr3,889429866,889433991,gene
chr12,330396766,330397984,gene
chr9,1115762283,1115763048,gene
chr15,318848443,318850249,gene
chr4,264909639,264911583,gene
chr1,2529448366,2529449188,gene
chr3,964024529,964024862,gene
chr1,1035947959,1035949606,gene
chr19,698327781,698329785,gene
chr16,167457358,167461255,gene
chr11,403681037,403683800,gene
chr7,1388751455,1388753081,gene
chr1,2812321652,2812323419,gene
chr4,2612056436,2612057105,gene
chr7,25270081,25270858,gene
chr3,2946291243,2946291450,gene
chr2,441781181,441782543,gene
chr14,847656201,847657155,gene
chr5,1642232743,1642233925,gene
chr19,172142148,172142775,gene
chr11,415129769,415130921,gene
chr6,129748057,129749911,gene
chr12,480268967,480270608,gene
chr6,166762837,166764175,gene
chr8,50667050,50667884,gene
chr12,286602450,286604451,gene
chr9,992892910,992895148,gene
chr13,882756070,882756451,gene
chr3,1317564789,1317565026,gene
chr10,3683203,3688012,gene
chr12,261697762,261699151,gene
chr5,272767913,272768675,gene
chr8,331224956,331227998,gene
chr3,1360388200,1360390519,gene
chr4,2119407240,2119408296,gene
chr4,447741443,447742754,gene
chr19,274840723,274842460,gene
chr14,350419005,350419767,gene
chr5,1306846281,1306848951,gene
chr8,451758578,451760102,gene
chr2,3376272134,3376273142,gene
chr19,214643309,214648976,gene
chr9,658190292,658191048,gene
chr15,707247286,707248483,gene
chr1,767193325,767195107,gene
chr7,130418285,130418957,gene
chr7,126933736,126936142,gene
chr6,316137536,316138865,gene
chr12,1095874064,1095884477,gene
chr15,856605985,856607443,gene
chr3,1191818064,1191823533,gene
chr4,223494409,223495288,gene
chr14,769530203,769531535,gene
chr6,1938569850,1938571782,gene
chr4,594523801,594526342,gene
chr6,638923165,638923741,gene
chr9,635047697,635049206,gene
chr4,2577895813,2577896956,gene
chr6,605788325,605789456,gene
chr6,1300500281,1300500638,gene
chr7,133018543,133020052,gene
chr5,251510875,251512444,gene
chr14,633312675,633317058,gene
chr3,351641757,351643500,gene
chr15,368897883,368898885,gene
chr2,3127213163,3127215236,gene
chr1,704613787,704614870,gene
chr11,463476252,463476510,gene
chr10,1012918740,1012921578,gene
chr5,416447736,416450349,gene
chr11,657739828,657742747,gene
chr8,288970207,288972670,gene
chr3,2762467682,2762468327,gene
chr9,956386511,956387951,gene
chr3,740089568,740092451,gene
chr15,905443036,905444707,gene
chr13,459333139,459337501,gene
chr12,347643380,347646398,gene
chr3,1726598014,1726599478,gene
chr1,1081195954,1081197442,gene
chr13,818171895,818172903,gene
chr5,1442685421,1442687503,gene
chr8,918205193,918205628,gene
chr5,439502375,439503632,gene
chr19,719853617,719855099,gene
chr14,556259704,556261456,gene
chr2,2235917825,2235924620,gene
chr3,2874126148,2874126886,gene
chr3,852617868,852625203,gene
chr1,3111604344,3111608877,gene
chr9,233951607,233952852,gene
chr16,541885837,541886188,gene
chr12,60541382,60542480,gene
chr1,2527914152,2527917539,gene
chr18,143443382,143446493,gene
chr3,142146478,142149709,gene
chr7,1478828904,1478829624,gene
chr1,1477884018,1477884789,gene
chr9,1252544452,1252547431,gene
chr4,942790479,942791034,gene
chr6,687672920,687674606,gene
chr15,42907420,42907996,gene
chr11,506206497,506214390,gene
chr6,333329865,333332802,gene
chr5,143573606,143575673,gene
chr13,768253669,768254785,gene
chr15,182217489,182219259,gene
chr6,1120609249,1120611094,gene
chr2,2878760728,2878762210,gene
chr3,360717908,360719888,gene
chr1,3811313527,3811321588,gene
chr8,748170860,748172000,gene
chr19,793033803,793037580,gene
chr6,912373689,912380727,gene
chr11,97773551,97777373,gene
chr4,2583848936,2583852737,gene
chr6,318937612,318939235,gene
chr7,711312487,711316141,gene
chr7,53098559,53098901,gene
chr2,1994660676,1994664378,gene
chr8,284173074,284173506,gene
chr13,964274103,964280205,gene
chr5,2153685420,2153686929,gene
chr3,2696085872,2696091149,gene
chr15,245585552,245591594,gene
scaffold6193,46150,47014,gene
chr15,449975362,449977765,gene
chr5,2438372742,2438376894,gene
chr4,2232377160,2232380916,gene
chr16,26315076,26317320,gene
chr8,1390173161,1390174817,gene
chr12,461529122,461531405,gene
chr6,948225469,948226108,gene
chr4,1444677148,1444677487,gene
chr2,517493518,517494649,gene
chr5,2625365924,2625369128,gene
chr3,583722949,583723459,gene
chr7,75313882,75315103,gene
chr13,719376945,719377362,gene
chr2,1978575956,1978576613,gene
chr1,3721758151,3721760503,gene
chr10,799133792,799136600,gene
chr13,291080030,291080468,gene
chr14,3967176,3967710,gene
chr13,856858026,856859091,gene
chr4,2642768451,2642769234,gene
chr3,1156056129,1156056717,gene
chr4,1648186719,1648187289,gene
chr5,735279919,735280621,gene
chr10,1196785559,1196787455,gene
chr16,538076083,538077418,gene
chr14,917456826,917458176,gene
chr9,189385656,189389106,gene
chr13,943451712,943453134,gene
chr1,3538216079,3538217315,gene
chr1,1046247110,1046249648,gene
chr4,2688861782,2688863405,gene
chr5,160438004,160438361,gene
chr10,881553860,881555552,gene
chr3,77358830,77360951,gene
chr13,947596826,947600966,gene
chr1,1480390527,1480392156,gene
chr8,355106226,355107180,gene
chr15,39272462,39274559,gene
chr9,261880685,261883262,gene
chr4,2570961383,2570967005,gene
chr9,552331184,552332351,gene
chr2,2201481243,2201482434,gene
chr6,191417834,191418662,gene
chr13,176337550,176339521,gene
chr16,482804132,482804660,gene
chr1,1923345245,1923346316,gene
scaffold28,925911,927012,gene
chr4,1182490922,1182491816,gene
chr11,101900941,101902588,gene
chr13,979292813,979294772,gene
chr14,114067165,114067468,gene
chr1,1242141165,1242141354,gene
chr2,499429281,499430505,gene
chr11,360775171,360776257,gene
chr18,150473490,150476637,gene
chr7,1592823076,1592825593,gene
chr15,174869111,174871271,gene
chr11,685902038,685903454,gene
chr3,1910929779,1910930466,gene
chr5,1636284437,1636285235,gene
chr14,746610917,746612456,gene
chr15,447673159,447676099,gene
chr19,776782609,776784481,gene
chr10,515731638,515737917,gene
chr3,1586690257,1586694874,gene
chr8,366995099,366996602,gene
chr3,286034592,286035009,gene
chr1,714779029,714779410,gene
chr10,126440869,126442663,gene
chr8,150685574,150687395,gene
chr5,2639892356,2639893967,gene
chr9,67859513,67861340,gene
chr5,1578155454,1578156384,gene
chr14,481980358,481981390,gene
chr14,629243498,629251403,gene
chr3,3050149854,3050151936,gene
chr9,592629745,592635397,gene
chr8,270340815,270342810,gene
chr15,302610604,302613199,gene
chr1,3582496289,3582496634,gene
chr13,621221918,621223088,gene
chr9,1212190788,1212195807,gene
chr7,1368204396,1368211938,gene
chr3,1833846867,1833847275,gene
chr12,522052872,522056079,gene
chr19,460423809,460424337,gene
chr4,2918586586,2918590828,gene
chr9,675753205,675753916,gene
chr11,451423430,451431377,gene
chr17,179197281,179198067,gene
chr10,1091495760,1091499651,gene
chr8,181287652,181288831,gene
chr4,2914805395,2914807387,gene
chr15,454423637,454425530,gene
chr13,895647234,895649427,gene
chr6,76801630,76803370,gene
chr1,1279712613,1279715883,gene
chr1,722577783,722583393,gene
chr13,728033390,728033855,gene
chr5,1486487663,1486489469,gene
chr9,1287315380,1287315989,gene
chr3,767627430,767630637,gene
chr4,327470707,327472162,gene
chr10,621415575,621419034,gene
chr9,235862922,235863372,gene
chr10,985948639,985948963,gene
chr5,1767619757,1767623330,gene
chr2,1971070252,1971072709,gene
chr16,441099467,441100547,gene
chr1,3402539311,3402542995,gene
chr11,137441952,137445252,gene
chr16,385746412,385747525,gene
chr7,763702637,763703384,gene
chr2,2792416078,2792420851,gene
chr9,1295202576,1295203596,gene
chr2,3495927558,3495931587,gene
chr19,109016838,109017750,gene
chr13,945208532,945210734,gene
chr12,344067466,344070661,gene
chr9,16597361,16598801,gene
chr5,1595382367,1595384356,gene
chr7,1962317690,1962318584,gene
chr15,55481337,55483350,gene
chr16,649460720,649461221,gene
chr7,93961318,93964870,gene
chr6,45638880,45641397,gene
chr10,777182713,777183178,gene
chr10,775520317,775523344,gene
chr7,839410933,839412667,gene
chr1,987136824,987137067,gene
chr19,498486965,498487712,gene
chr3,2793325694,2793326219,gene
chr12,737027920,737029060,gene
chr16,497381655,497383650,gene
chr4,560459382,560461668,gene
chr2,770440976,770442020,gene
chr7,1012590317,1012592822,gene
chr3,1601601610,1601608321,gene
chr1,1348039660,1348041355,gene
chr5,426202366,426204226,gene
chr2,953249557,953250055,gene
chr10,756257043,756260388,gene
chr16,562833775,562834432,gene
chr19,580962830,580965629,gene
chr5,841046191,841047505,gene
chr9,1293973445,1293974291,gene
chr7,1064451073,1064452690,gene
chr15,778050187,778051639,gene
chr19,703528504,703529011,gene
chr3,111474682,111475534,gene
chr3,525453879,525457623,gene
chr11,419649965,419650400,gene
chr9,998982704,998984027,gene
chr3,2307680314,2307681544,gene
chr17,365412838,365413504,gene
chr2,2220195985,2220196690,gene
chr6,10323623,10325198,gene
chr6,1775343650,1775344220,gene
chr2,2708738369,2708741195,gene
chr4,545358930,545360439,gene
chr4,2686179039,2686180785,gene
chr2,524337126,524337981,gene
chr19,58661548,58662190,gene
chr8,325162127,325168427,gene
chr11,11369775,11370180,gene
chr4,1117910947,1117912375,gene
chr9,1058424046,1058426638,gene
chr6,765872624,765874790,gene
chr1,3635563272,3635567361,gene
chr13,166090891,166092211,gene
scaffold2445,28332,31551,gene
chr13,435196313,435198074,gene
chr1,3533714922,3533715726,gene
chr18,673964675,673964957,gene
chr14,250011850,250012933,gene
chr9,540278966,540280553,gene
chr9,427509028,427510090,gene
chr16,285918066,285919482,gene
chr6,1857987135,1857988662,gene
chr6,1966848979,1966850425,gene
chr17,250873514,250873751,gene
chr11,319801795,319804006,gene
chr18,348254498,348255152,gene
chr7,1118364067,1118369314,gene
chr7,705736701,705738411,gene
chr10,186813862,186820087,gene
chr9,1249624641,1249625859,gene
chr16,573723512,573724409,gene
chr5,2081913101,2081913743,gene
chr11,218862484,218867707,gene
chr2,353980415,353981477,gene
chr4,1499373152,1499374664,gene
chr9,1182265521,1182266928,gene
chr3,869034424,869036647,gene
chr9,1064275821,1064276586,gene
chr17,808232243,808232888,gene
chr9,260201254,260202697,gene
chr7,1135934361,1135935195,gene
chr18,519491987,519493241,gene
chr3,769260217,769261618,gene
chr4,468261709,468262630,gene
chr4,2869892831,2869893731,gene
chr7,1395399222,1395400836,gene
chr9,68655909,68656605,gene
chr8,484795314,484797453,gene
chr10,63457699,63458596,gene
chr16,74931399,74931765,gene
chr11,166538205,166539363,gene
chr10,692915858,692918321,gene
chr13,890465404,890467192,gene
chr3,365407947,365409507,gene
chr19,510309929,510312791,gene
chr10,656607607,656610316,gene
chr7,944530373,944532803,gene
chr9,165880274,165882191,gene
chr3,24058399,24059092,gene
chr4,2618150352,2618155101,gene
chr4,572324950,572327035,gene
chr3,53578729,53579989,gene
chr8,10787885,10788950,gene
chr11,673990390,673994704,gene
chr8,512935673,512936744,gene
chr7,1486856172,1486857630,gene
chr2,88168181,88171808,gene
chr17,801193666,801194539,gene
chr1,3580110436,3580111042,gene
chr2,1204447394,1204454630,gene
chr14,67696071,67698813,gene
chr12,247218165,247220016,gene
chr7,1604570175,1604571015,gene
chr5,1926154859,1926155603,gene
chr17,475744227,475744779,gene
chr14,129596346,129598824,gene
chr10,83808345,83809209,gene
chr2,2148914504,2148917777,gene
chr10,37437757,37442329,gene
chr15,816125115,816128808,gene
chr15,521666314,521671372,gene
chr15,890833906,890835376,gene
chr18,293224241,293226473,gene
chr5,131808021,131810493,gene
chr6,386682599,386685875,gene
chr16,604640085,604640451,gene
chr16,108680475,108683796,gene
chr4,2885498096,2885499377,gene
chr19,756715424,756722957,gene
chr2,1439222572,1439225374,gene
chr1,517788873,517792053,gene
chr8,423630797,423632786,gene
chr16,254822180,254824793,gene
chr7,1701265904,1701268028,gene
chr6,1153141116,1153145907,gene
chr16,519654009,519656145,gene
chr2,1378881542,1378887917,gene
chr14,18029457,18033243,gene
chr5,2412927894,2412928407,gene
chr14,39802894,39804130,gene
chr7,539082054,539083461,gene
chr5,1661439543,1661440863,gene
chr16,139478744,139480664,gene
chr10,1167237395,1167239099,gene
chr1,2306166917,2306168489,gene
chr3,2152590878,2152593467,gene
chr6,15635158,15637294,gene
chr6,1574616988,1574617315,gene
chr9,1207517864,1207519970,gene
chr5,1248505009,1248507742,gene
chr4,2091352710,2091356247,gene
chr5,2489350320,2489354280,gene
chr6,748366825,748367452,gene
chr3,822722163,822725154,gene
chr4,1092331802,1092334574,gene
chr17,119791050,119795559,gene
scaffold2278,77185,78526,gene
chr9,1221002887,1221003505,gene
chr6,842306136,842306742,gene
chr1,1711681054,1711682752,gene
chr6,975168433,975169108,gene
chr6,316553862,316555242,gene
chr2,530230734,530232084,gene
chr1,1483915730,1483919561,gene
chr10,140661691,140663026,gene
chr17,455781029,455782124,gene
chr4,245486050,245487490,gene
chr8,154374635,154378772,gene
chr6,75519596,75520577,gene
chr9,265790002,265793122,gene
chr1,3445614415,3445615870,gene
chr1,1588940911,1588944139,gene
chr7,1667392814,1667394731,gene
chr18,12423438,12426420,gene
chr4,2470350224,2470352972,gene
chr2,1243275924,1243277526,gene
chr2,1887024151,1887031024,gene
chr17,727752662,727757669,gene
chr15,732725514,732726510,gene
chr13,940427848,940430245,gene
chr13,888082008,888083973,gene
chr12,166977821,166979765,gene
chr3,2274284732,2274285644,gene
chr10,963933017,963934661,gene
chr14,699749438,699751535,gene
chr3,471458574,471460605,gene
chr19,706580936,706581419,gene
chr12,503042842,503045287,gene
chr14,355373423,355374644,gene
chr10,65197506,65199597,gene
chr19,565686093,565689216,gene
chr7,1174398997,1174401424,gene
chr3,1330796285,1330797542,gene
chr19,574142793,574146660,gene
chr12,581941003,581944981,gene
chr16,678374572,678377458,gene
chr12,353658066,353661891,gene
chr12,338560239,338562174,gene
chr6,264194027,264194681,gene
chr12,794718618,794723220,gene
chr18,713768007,713769240,gene
chr10,973177521,973179882,gene
chr8,939019605,939020274,gene
chr4,1762647988,1762648954,gene
chr6,738088533,738089580,gene
chr4,935749022,935750663,gene
chr12,893193175,893200069,gene
chr4,1122549314,1122554012,gene
chr10,348894916,348896509,gene
chr19,344073479,344077205,gene
chr1,1916440880,1916445344,gene
chr2,696023455,696024532,gene
chr6,1602336847,1602340747,gene
chr12,270637981,270642217,gene
chr7,397759070,397765112,gene
chr14,819088152,819098058,gene
chr10,746088466,746090887,gene
chr17,797507448,797507676,gene
chr15,501270697,501271600,gene
chr3,43810558,43810948,gene
chr19,164648662,164648929,gene
chr8,306702688,306703126,gene
chr7,66767270,66768710,gene
chr7,1028120062,1028121433,gene
chr12,606337534,606338533,gene
chr9,242579385,242580399,gene
chr8,140116983,140117343,gene
chr9,832498552,832498807,gene
chr10,345471677,345473177,gene
chr9,354414372,354414882,gene
chr3,1852198135,1852199002,gene
chr3,2112397845,2112398109,gene
chr11,277054592,277056077,gene
chr2,3402403457,3402405104,gene
chr19,483418046,483421085,gene
chr1,268924366,268926352,gene
chr16,129879373,129884596,gene
chr16,587832585,587833572,gene
chr4,282140760,282144549,gene
chr1,2374436649,2374439538,gene
chr1,2476014605,2476016591,gene
chr5,937623413,937624910,gene
chr5,1615551864,1615552974,gene
chr17,771051066,771051876,gene
chr9,292297093,292298947,gene
chr15,9769709,9770831,gene
chr3,2490253675,2490256291,gene
chr19,456224428,456226465,gene
chr7,536042248,536044999,gene
chr11,154505919,154506894,gene
chr3,1193624227,1193625490,gene
chr5,2378936325,2378939922,gene
chr10,737996013,737999721,gene
chr3,2593319077,2593323547,gene
chr8,279562274,279562766,gene
chr3,396079302,396080907,gene
chr7,231931137,231932739,gene
chr6,129160680,129162423,gene
chr12,449846532,449851887,gene
chr18,93817192,93817351,gene
chr1,258866913,258868050,gene
chr11,725274585,725275182,gene
chr3,2972237248,2972241355,gene
chr1,179984991,179986608,gene
chr3,235733925,235735905,gene
chr1,3890607218,3890608223,gene
chr8,276556204,276556654,gene
chr10,73880920,73881478,gene
chr9,1023267721,1023273742,gene
chr9,1095265385,1095269009,gene
chr4,278702425,278703025,gene
chr19,130869389,130872347,gene
chr1,1036106324,1036106729,gene
chr5,1523997892,1524002365,gene
chr1,3108139992,3108140658,gene
chr18,394095136,394096639,gene
chr4,701709831,701710320,gene
chr1,1256915298,1256915925,gene
chr4,1707033577,1707035668,gene
chr1,2034457828,2034458803,gene
chr1,2884158719,2884160339,gene
