OG_ID	selection	intensified	relaxed	none	pvalue_mean	LRT_mean	K_mean
OG0003686	none	0	0	5	0.502055546	0.455131899	1.521383922
OG0003690	relaxed	1	4	0	9.28E-09	34.57816928	5.283693924
OG0003692	relaxed	0	5	0	0.005572593	7.988560816	1.26E-06
OG0003693	none	0	0	5	0.074462914	3.184757133	1.16649766
OG0003697	relaxed	0	5	0	6.00E-05	16.10822669	0.410405677
OG0003700	relaxed	0	5	0	0.000942311	11.37070197	0.741859482
OG0003704	relaxed	0	5	0	0.001458277	14.52316518	0.43147374
OG0003710	relaxed	0	5	0	6.47E-06	20.43828506	0.601925047
OG0003717	relaxed	0	5	0	0	145.1573969	0.210712307
OG0003732	none	0	0	5	0.735709728	0.117753822	1.036400347
OG0003746	none	0	0	5	0.219442795	1.530596839	0.818534067
OG0003748	none	0	1	4	0.574711495	4.245056838	0.880903459
OG0003754	relaxed	0	5	0	0.003714609	8.467328895	0.3988146
OG0003755	relaxed	0	5	0	0.004176962	11.3645924	0.616177385
OG0003756	none	0	0	5	0.169193099	1.907444928	0.748306845
OG0003757	relaxed	0	4	1	0.04729362	3.941250435	0.748252352
OG0003759	relaxed	0	5	0	0.010436728	6.558916365	0.250143904
OG0003762	none	0	0	5	0.446291752	0.807691957	1.046494397
OG0003769	relaxed	0	5	0	0.006395725	7.435420364	0.349361213
OG0003771	intensified	3	0	2	0.3842719	14.81223815	1.73557349
OG0003778	intensified	5	0	0	0.010383129	6.56860364	1.125001958
OG0003780	none	0	0	5	0.30130901	1.080989173	0.843607693
OG0003783	relaxed	0	5	0	5.72E-06	20.58419781	0.39599321
OG0003784	intensified	5	0	0	0.006105298	13.45581214	23.66390307
OG0003796	relaxed	0	5	0	0.000144096	14.55791782	0.601347187
OG0003798	none	0	0	5	0.311502412	1.040810924	0.870440659
OG0003799	none	0	0	5	0.157026548	2.003672853	0.825708376
OG0003808	relaxed	1	4	0	3.44E-05	18.98413886	1.123643246
OG0003818	none	0	0	5	0.574361108	0.376023322	0.921125435
OG0003822	relaxed	0	5	0	0.013534054	7.391126854	0.61525547
OG0003828	none	0	0	5	0.806571148	0.066480179	3.175429264
OG0003829	relaxed	0	5	0	0.013725961	6.101652704	0.623585496
OG0003835	relaxed	0	5	0	0.000306277	13.22023812	0.657447583
OG0003840	relaxed	0	5	0	6.42E-05	27.5170135	0.617650961
OG0003843	relaxed	0	5	0	0.0002883	13.40480519	0.365960501
OG0003844	none	0	0	5	0.187854682	2.446409675	1.875218142
OG0003852	intensified	5	0	0	0.015405138	9.581234654	1.717965276
OG0003854	none	0	0	5	0.512805156	0.469059179	0.840941422
OG0003858	relaxed	0	5	0	0.014152265	6.054444024	0.421048373
OG0003859	none	0	0	5	0.682054452	0.668190881	0.759368014
OG0003862	relaxed	0	5	0	4.87E-05	17.24425321	0.081918876
OG0003863	relaxed	0	5	0	2.56E-05	20.49792978	0.611406918
OG0003868	relaxed	0	5	0	0	71.85298578	0.471377026
OG0003869	none	0	0	5	0.149609326	2.076803773	0.915125871
OG0003874	relaxed	0	5	0	4.44E-17	74.15565072	0.188032073
OG0003875	none	0	0	5	0.682460206	0.285158239	0.816810042
OG0003879	none	0	0	5	0.661181868	0.227953095	0.973596158
OG0003886	relaxed	0	5	0	2.22E-16	67.74404731	0.141173109
OG0003887	none	0	0	5	0.851942633	0.039235233	0.997260104
OG0003903	none	0	0	5	0.398902317	0.712073534	0.896959434
OG0003916	relaxed	0	5	0	0.028844546	4.837546962	0.774814506
OG0003920	none	0	0	5	0.941840822	0.006627016	0.990454361
OG0003921	none	0	0	5	0.143525452	2.146219201	0.771599998
OG0003923	none	0	0	5	0.104328768	2.844372539	0.698775672
OG0003932	none	0	2	3	0.315816865	2.038794766	0.695718706
OG0003938	relaxed	0	5	0	4.27E-05	17.19352485	0.515195753
OG0003942	relaxed	0	5	0	0.010279941	7.772034927	0.654441174
OG0003954	relaxed	0	5	0	0.00075905	11.33998559	0.652451476
OG0003961	none	0	0	5	0.462248989	0.54045809	1.146178097
OG0003968	relaxed	0	4	1	0.019806265	12.72080694	0.197683208
OG0003976	none	0	0	5	0.593786683	0.284552908	1.108999645
OG0003977	relaxed	0	5	0	0.007299808	7.19789299	0.044816237
OG0003979	relaxed	0	5	0	0.001726885	14.86102116	0.635734636
OG0003983	none	0	0	5	0.13960152	2.182348156	2.392496941
OG0003984	none	0	0	5	0.931148662	0.007567638	0.992413636
OG0003986	intensified	5	0	0	0.02859878	4.792004577	1.120212394
OG0003988	none	0	1	4	0.136175441	2.95456404	23.81838556
OG0003990	none	0	0	5	0.191821222	2.152541587	20.07725382
OG0004008	none	0	0	5	0.649881264	0.228305587	0.742611624
OG0004010	none	0	0	5	0.636677028	0.665679628	1.484826416
OG0004013	relaxed	0	5	0	0.010837536	6.973067246	0.404520318
OG0004015	none	0	0	5	0.335012165	1.189196788	0.440995979
OG0004018	relaxed	0	5	0	0	96.60460722	0.286308423
OG0004026	intensified	3	0	2	0.112518235	6.408010157	4.075155485
OG0004046	relaxed	0	5	0	0.000999593	15.88895677	0.38658082
OG0004048	relaxed	0	5	0	3.03E-05	17.66899672	0.381516077
OG0004051	intensified	5	0	0	0.000642193	11.92856699	2.263831991
OG0004053	intensified	4	0	1	0.086741207	11.42234101	3.420263854
OG0004063	none	1	0	4	0.572420442	1.269819821	5.447505986
OG0004066	none	0	1	4	0.36986589	1.670950487	0.97483897
OG0004070	none	0	0	5	0.46294525	0.665194891	0.960343718
OG0004074	none	0	2	3	0.477408023	5.50163696	0.689947575
OG0004084	none	2	0	3	0.171883421	4.573072338	8.247677521
OG0004086	none	0	0	5	0.160987134	1.965111946	0.804517656
OG0004091	relaxed	0	3	2	0.151259797	9.513912425	0.235435835
OG0004095	none	0	0	5	0.126959135	2.474501199	0.70635564
OG0004098	none	1	0	4	0.056397034	4.490113231	1.972646886
OG0004106	none	0	0	5	0.27852597	1.178296053	0.75929817
OG0004114	relaxed	0	5	0	1.06E-08	34.64341837	0.359680868
OG0004121	none	0	0	5	0.311035635	1.76733639	1.307890332
OG0004131	none	0	0	5	0.859099652	0.031513813	1.069931681
OG0004152	relaxed	0	5	0	0.000309974	13.12996928	0.43884943
OG0004160	none	2	0	3	0.047917355	4.220745808	1.773989738
OG0004169	relaxed	1	3	1	0.041317874	4.337334025	2.996453073
OG0004170	relaxed	0	5	0	0.002302923	9.301244028	0.74458393
OG0004174	relaxed	0	3	2	0.069460102	7.647032593	0.510112378
OG0004195	none	0	0	5	0.307513277	1.041347615	1.226509328
OG0004198	none	0	0	5	0.483681629	0.495676572	1.085551461
OG0004200	none	0	0	5	0.143506842	2.140863753	1.954246774
OG0004205	none	0	1	4	0.147046747	2.830239986	0.180375843
OG0004207	none	0	0	5	0.46738295	0.769905383	5.903859374
OG0004209	none	0	0	5	0.825379451	0.104996206	0.869518751
OG0004212	none	0	1	4	0.306501417	2.226496363	0.694531732
OG0004213	none	0	0	5	0.693613579	0.162212199	1.059758858
OG0004217	relaxed	0	5	0	0.001438785	10.1554798	0.810569244
OG0004218	none	0	0	5	0.540010165	0.379058645	0.9454557
OG0004222	relaxed	0	3	2	0.039796436	5.516799662	0.807412986
OG0004224	none	0	0	5	0.063171961	3.453092347	1.20823427
OG0004225	none	0	0	5	0.930264054	0.02372093	1.024773072
OG0004227	relaxed	0	5	0	3.54E-06	21.80650741	0.536671315
OG0004228	relaxed	0	5	0	0.008148937	9.001576164	0.444717194
OG0004237	none	0	0	5	0.537970956	0.416925427	2.513538494
OG0004238	intensified	5	0	0	0.005437881	7.78303798	2.602172653
OG0004253	intensified	4	1	0	0.021429504	5.345975395	1.199672252
OG0004264	none	0	0	5	0.06305674	3.455865649	0.651070009
OG0004267	relaxed	0	5	0	4.04E-08	30.14212403	0.260458984
OG0004281	none	0	0	5	0.841174773	0.040405662	0.966549809
OG0004288	relaxed	0	5	0	1.67E-08	31.87872579	0.055411773
OG0004300	none	0	0	5	0.709435638	0.227897585	1.085757402
OG0004320	relaxed	0	5	0	0.013664342	22.52304042	0.513612973
OG0004334	none	0	0	5	0.431364667	0.75131125	0.713113893
OG0004340	relaxed	0	5	0	0.027307308	5.10618202	0.711777934
OG0004344	intensified	5	0	0	3.05E-06	22.427232	6.835292067
OG0004356	none	0	0	5	0.607458391	0.278620984	0.950875111
OG0004359	none	0	0	5	0.428621196	0.65874859	1.060635581
OG0004363	none	0	0	5	0.961579043	0.002441116	1.004378515
OG0004368	intensified	3	0	2	0.178463025	7.991129827	8.956353201
OG0004370	relaxed	0	5	0	8.11E-05	17.0052486	0.325409499
OG0004379	none	0	0	5	0.528166073	0.611200026	0.61417806
OG0004397	relaxed	0	5	0	0.0001207	14.78258624	0.472123982
OG0004407	relaxed	0	5	0	0.007956336	7.050187569	0.753950162
OG0004408	intensified	5	0	0	0.022658695	6.140916742	1.266610737
OG0004420	relaxed	0	5	0	9.81E-13	54.9064008	0.173757141
OG0004422	none	0	0	5	0.129706893	2.297338445	0.51034493
OG0004424	intensified	5	0	0	0.04046949	4.201028028	1.234803131
OG0004428	relaxed	0	4	1	0.039427089	4.303189154	0.686999831
OG0004432	intensified	5	0	0	0.001374925	10.65638797	6.610757054
OG0004435	relaxed	0	5	0	4.15E-07	25.6282035	0.666090816
OG0004440	relaxed	0	5	0	0.000551984	15.80656071	0.632269116
OG0004454	none	0	1	4	0.185275779	2.71237537	1.086727062
OG0004462	relaxed	0	5	0	0.000125316	43.01092373	0.42548731
OG0004466	relaxed	0	5	0	1.41E-08	34.0519229	0.636005535
OG0004468	relaxed	0	5	0	9.15E-13	122.7293756	0.133186922
OG0004483	intensified	5	0	0	4.40E-05	16.76134009	2.217320651
OG0004492	relaxed	0	5	0	1.23E-07	34.89282219	0.221411136
OG0004496	relaxed	0	5	0	0.000124486	17.57823375	0.349960099
OG0004497	none	0	0	5	0.053471678	3.729120445	0.674981887
OG0004500	relaxed	0	5	0	0.005300893	7.79099521	0.755289699
OG0004505	none	0	0	5	0.777257214	0.139467716	1.168591744
OG0004508	none	0	0	5	0.554229529	0.349797014	1.148972171
OG0004510	intensified	3	0	2	0.293166144	2.608817805	6.678492707
OG0004517	intensified	5	0	0	2.97E-09	36.49519916	48.15983659
OG0004522	relaxed	0	5	0	0.016924504	6.153875239	0.628084825
OG0004554	relaxed	0	5	0	8.69E-08	31.23026083	0.238366574
OG0004555	relaxed	0	5	0	0.000119641	19.93023499	0.620227431
OG0004568	relaxed	0	5	0	0.011028273	6.463800568	0.777881617
OG0004569	none	0	0	5	0.255361934	1.591569818	7.987816223
OG0004571	intensified	5	0	0	0.000592522	11.8907406	8.492625102
OG0004576	intensified	5	0	0	0.001920308	9.624771282	1.987147351
OG0004602	none	0	0	5	0.539461017	0.376618663	0.929676375
OG0004604	none	0	0	5	0.147591219	2.106265455	0.909251543
OG0004607	none	0	0	5	0.291892496	1.110876945	0.928132482
OG0004628	none	0	0	5	0.164023154	1.939587498	0.862228398
OG0004632	none	0	0	5	0.804087017	0.271980228	1.032743151
OG0004635	relaxed	0	5	0	0.000251903	13.56107175	0.581016485
OG0004647	none	0	2	3	0.030495025	7.933577142	0.743564849
OG0004657	none	0	0	5	0.065936902	3.404374216	0.908587714
OG0004664	none	0	0	5	0.146355553	2.109986025	1.285823258
OG0004673	none	0	0	5	0.226576699	1.478142168	0.690293319
OG0004674	relaxed	0	5	0	0.001271123	10.38606535	0.497830003
OG0004675	none	0	0	5	0.621256868	0.24556662	0.716842228
OG0004721	none	0	1	4	0.715475177	17.56563759	0.861365051
OG0004722	intensified	4	0	1	0.040592035	4.319079766	1.454803244
OG0004724	relaxed	0	3	2	0.087002293	3.519426097	0.917687413
OG0004729	none	0	0	5	0.946466092	0.008431787	0.980471168
OG0004731	relaxed	0	5	0	1.29E-10	41.31897423	8.15E-06
OG0004734	none	0	0	5	0.094587521	2.794611964	0.562735498
OG0004766	none	0	0	5	0.369436833	0.818907352	0.935000689
OG0004817	none	0	0	5	0.259483231	1.371178596	0.882957721
OG0004825	none	0	0	5	0.3699998	0.80945784	1.124869256
OG0004839	relaxed	0	5	0	8.59E-13	51.14546293	0.369880008
OG0004845	relaxed	0	5	0	8.94E-09	33.09800031	0.650293637
OG0004887	relaxed	0	5	0	6.66E-17	69.51082228	0.527282473
OG0004904	none	0	0	5	0.451073289	1.481894086	1.062491116
OG0004911	relaxed	0	5	0	0.000494019	16.14067882	0.783185594
OG0004940	relaxed	0	4	1	0.063327716	4.903883368	0.861444618
OG0004966	relaxed	0	5	0	1.17E-14	60.24243113	0.682848386
OG0004967	intensified	4	0	1	0.097301896	5.087630859	40.37347172
OG0004968	none	0	1	4	0.070477225	3.509883224	0.661632483
OG0004973	intensified	5	0	0	0.020786819	5.945400412	3.261046993
OG0004979	none	0	0	5	0.577910625	0.344003343	0.394430987
OG0004980	none	0	0	5	0.390362443	0.739911957	0.874738422
OG0004982	relaxed	0	5	0	2.49E-08	31.06699338	0.110974439
OG0004985	relaxed	0	5	0	0.01158925	7.448685384	0.2658403
OG0004989	none	0	0	5	0.470412609	0.536036657	0.900989812
OG0005019	none	0	0	5	0.161397141	1.961386618	0.768186135
OG0005025	relaxed	0	5	0	0.001893733	38.42677093	0.342660891
OG0005034	none	0	0	5	0.641440666	0.220642956	0.961784337
OG0005040	none	1	0	4	0.463059928	2.341535702	1.08506874
OG0005041	relaxed	0	5	0	0.004825246	7.943818067	0.800156703
OG0005093	none	1	0	4	0.457775075	1.407368162	1.621110955
OG0005095	relaxed	0	5	0	0.019409204	5.464399989	0.635413299
OG0005108	relaxed	0	5	0	0	81.03760593	0.622491739
OG0005146	none	0	0	5	0.324344489	0.971357873	0.849664024
OG0005165	none	0	0	5	0.587776454	0.328746	1.131594501
OG0005172	relaxed	0	3	2	0.206392961	6.398642253	0.346186754
OG0005188	intensified	5	0	0	0.009512883	11.53178483	13.08479595
OG0005206	relaxed	0	5	0	0.003467333	8.674109805	0.769859599
OG0005207	relaxed	0	5	0	0.017798196	6.114473911	0.450544958
OG0005212	none	2	0	3	0.478727614	6.335773339	4.091859519
OG0005214	relaxed	0	5	0	0.002524393	9.219947118	0.376938126
OG0005283	relaxed	0	5	0	0.001005835	10.94812035	0.158759664
OG0005292	relaxed	0	5	0	0.00510996	7.84010799	0.544365439
OG0005298	intensified	5	0	0	0.011396578	6.499021522	1.342968896
OG0005318	relaxed	0	5	0	0.003162364	8.721508392	0.107879776
OG0005331	none	0	0	5	0.592209013	0.287736215	1.110371188
OG0005383	relaxed	0	5	0	0.006337368	12.35690807	0.664267043
OG0005393	relaxed	0	5	0	6.39E-08	29.28483838	0.222749447
OG0005493	none	0	0	5	0.121639056	2.401152977	0.887151406
OG0005495	none	0	0	5	0.528224437	0.3980029	0.935688963
OG0005499	intensified	5	0	0	0.001860128	9.683116622	1.781046225
OG0005544	none	0	0	5	0.66318765	0.191197491	0.91547327
OG0005545	none	0	0	5	0.778597078	0.401547834	1.281569087
OG0005546	none	0	2	3	0.200184852	2.464398269	0.780323988
OG0005558	none	0	0	5	0.220227308	1.873262275	1.146467832
OG0005577	relaxed	0	4	1	0.055119143	4.993486794	0.53104465
OG0005597	none	0	0	5	0.057024269	3.622381786	0.674470787
OG0005610	relaxed	0	4	1	0.04454053	8.021001622	0.831362568
OG0005629	relaxed	0	5	0	0.018838878	5.520320861	0.495721142
OG0005649	none	0	0	5	0.145663954	2.118921427	1.088446874
OG0005654	relaxed	0	3	2	0.047855515	4.019116196	0.824348613
OG0005657	none	0	0	5	0.105237928	2.624781123	1.358728681
OG0005674	none	0	0	5	0.082287333	3.019138109	1.380017477
OG0005675	relaxed	0	5	0	0.009232075	6.829167411	0.020110838
OG0005678	none	0	0	5	0.989471556	-3.16E-05	0.995956684
OG0005701	none	0	0	5	0.224653441	1.623768782	6.863974728
OG0005705	none	1	0	4	0.542274728	19.13831963	10.75050433
OG0005709	none	0	0	5	0.219294903	1.573951776	0.811323707
OG0005725	none	0	0	5	0.077176718	3.135389584	0.61286431
OG0005740	intensified	5	0	0	0.008003448	7.236102311	1.445250028
OG0005753	none	0	2	3	0.129613617	2.974198769	0.669075383
OG0005807	relaxed	0	5	0	0.001153256	15.68029304	0.123908967
OG0005809	relaxed	0	3	2	0.292963711	4.045886099	0.692418769
OG0005861	none	0	0	5	0.27703096	1.287838121	1.158757365
OG0005917	none	0	2	3	0.199950174	8.380951489	0.554527566
OG0005969	none	0	0	5	0.872146048	0.027515414	1.026705317
OG0006204	none	0	0	5	0.245043682	1.351397193	1.159893636
OG0006291	none	0	0	5	0.393972265	0.937862013	0.994094833
OG0006370	intensified	5	0	0	0.009487159	6.75195504	3.048911193
OG0006408	none	0	0	5	0.092847068	2.846759436	0.757239949
OG0006409	relaxed	0	5	0	0.003974489	21.51542114	0.401938452
OG0006442	relaxed	0	5	0	0.007516414	7.156161892	0.801364656
OG0006472	intensified	4	0	1	0.076555558	5.294988683	5.339815837
OG0006602	none	0	0	5	0.112550455	2.524230004	0.507314503
OG0006672	none	0	0	5	0.812258504	0.111012104	1.034489278
OG0006676	none	0	0	5	0.058994524	3.574565731	0.322384867
OG0006689	relaxed	0	4	1	0.186993881	18.88906286	0.538045539
OG0006717	none	0	0	5	0.736465894	0.11456884	0.936926339
OG0006723	none	0	0	5	0.859204665	0.032915118	1.015038739
OG0006737	relaxed	0	5	0	6.36E-10	38.20809565	0.523022662
OG0006742	relaxed	0	5	0	1.33E-11	46.91674212	0.50901787
OG0006745	relaxed	0	5	0	0.001027964	28.21370129	0.644349407
OG0006762	none	0	0	5	0.419657396	0.651711051	0.822979967
OG0006775	intensified	5	0	0	1.78E-05	18.53731277	1.795684336
OG0006776	relaxed	0	5	0	8.90E-05	19.94228901	0.448582925
OG0006790	relaxed	0	5	0	3.77E-11	43.73532587	0.323600202
OG0006791	none	0	0	5	0.162932903	1.94682037	0.799256986
OG0006804	none	0	0	5	0.297728142	1.08528423	0.948125039
OG0006842	none	0	0	5	0.805113363	0.084275196	0.973126512
OG0006849	none	0	0	5	0.147738974	2.959075536	2.539988912
OG0006889	relaxed	0	5	0	4.10E-11	43.62202769	0.011910861
OG0006892	relaxed	0	4	1	0.05159782	7.820176425	0.406155206
OG0006916	none	0	0	5	0.929685512	0.010183476	1.007314681
OG0006935	relaxed	0	5	0	0.001055781	11.53128589	0.565825778
OG0006948	relaxed	1	4	0	0.008937556	20.09779916	4.355539612
OG0007056	none	0	0	5	0.111542003	2.532721096	3.038108204
OG0007120	none	0	0	5	0.229912154	1.457624538	0.917341199
OG0007165	relaxed	0	5	0	9.15E-05	15.32633189	0.223211948
OG0007194	intensified	5	0	0	0.002498042	9.235458876	1.311820698
OG0007230	relaxed	0	4	1	0.190505628	11.65256681	9.096851624
OG0007233	relaxed	0	5	0	1.68E-12	49.83252714	0.059089252
OG0007257	relaxed	0	5	0	9.63E-05	15.21012999	0.647648265
OG0007291	none	0	0	5	0.120320444	2.413151915	1.224816251
OG0007374	none	0	0	5	0.498666096	0.461518656	0.883324285
OG0007466	relaxed	0	5	0	0.000478102	21.16215582	0.500040081
OG0007489	none	0	0	5	0.439284198	0.789548139	2.196433289
OG0007498	none	0	0	5	0.903220395	0.01644022	1.01517414
OG0007511	intensified	3	0	2	0.23362885	4.041582328	29.66717477
OG0007527	relaxed	0	5	0	2.92E-06	23.1678171	0.815152684
OG0007536	none	0	2	3	0.55068634	9.205499112	0.622706617
OG0007592	none	0	0	5	0.735533573	0.116078918	0.946376297
OG0007600	none	0	0	5	0.669257507	0.183997042	0.953706832
OG0007683	none	0	0	5	0.806197222	0.077355395	0.987589501
OG0007731	none	0	0	5	0.120452593	2.411428321	1.300135278
OG0007777	relaxed	0	5	0	9.25E-06	19.67880086	0.397691048
OG0007789	none	0	1	4	0.054907422	4.965980914	0.700982737
OG0007798	relaxed	0	5	0	0.012868442	6.912557721	0.540280528
OG0007899	none	0	0	5	0.724284295	0.270462796	1.036044237
OG0007906	intensified	4	0	1	0.063891624	16.23415761	6.111900447
OG0007992	relaxed	0	5	0	4.04E-13	53.73058797	0.767381417
OG0008012	none	1	0	4	0.424390037	12.77388251	11.29278406
OG0008021	relaxed	0	5	0	0.006454184	7.51111324	0.531771972
OG0008033	none	0	0	5	0.050320167	3.83077874	0.353103839
OG0008049	relaxed	0	5	0	0.02915178	4.811272147	0.515995371
OG0008052	none	0	0	5	0.131412967	2.275734592	1.368899551
OG0008056	none	0	1	4	0.515099839	2.880772086	0.678377905
OG0008058	none	0	0	5	0.280187289	1.420263412	0.778115596
OG0008076	relaxed	0	5	0	0.003782058	8.385694132	0.795309046
OG0008082	relaxed	0	5	0	0.001730234	9.815879286	0.408033776
OG0008092	none	0	0	5	0.056558977	3.64352142	1.23501766
OG0008097	intensified	4	0	1	0.030977471	7.120560952	14.04158223
OG0008101	none	0	2	3	0.332140203	10.79594735	0.810655362
OG0008122	none	0	0	5	0.089614947	2.88631808	0.902086384
OG0008133	relaxed	1	4	0	0.013406719	6.700166021	0.987731127
OG0008135	none	0	0	5	0.129009938	2.308222439	1.19042434
OG0008194	none	0	2	3	0.069043327	3.662660454	0.106379657
OG0008287	relaxed	0	5	0	0.015980111	5.805066868	0.621049337
OG0008324	none	0	1	4	0.660061595	0.831773425	0.782784688
OG0008386	none	0	0	5	0.613698771	0.256890856	1.054201135
OG0008446	intensified	4	0	1	0.050124169	28.58463466	25.98813712
OG0008545	none	0	0	5	0.760859611	0.097549542	1.035553832
OG0008748	none	0	0	5	0.189698187	1.818595354	0.591185121
OG0008871	none	0	0	5	0.628043576	0.234746134	0.908626752
OG0008900	intensified	5	0	0	0.005682311	11.4137479	1.449943484
OG0009469	none	0	0	5	0.506598021	0.441157812	1.169185505
OG0009511	relaxed	0	5	0	1.95E-06	22.64550637	1.25E-05
OG0009569	none	0	0	5	0.157280186	2.074092408	0.779447209
OG0009619	none	0	0	5	0.251777918	1.44947765	1.241291806
OG0009624	none	0	0	5	0.290454904	1.160372857	0.348757982
OG0009698	none	0	0	5	0.724382206	0.15125115	0.956494497
OG0009709	none	0	0	5	0.084396738	3.346750801	0.564987224
OG0009727	none	0	0	5	0.186032102	1.768655805	1.390369201
OG0009762	relaxed	0	5	0	1.30E-05	19.00916706	0.692101013
OG0009775	none	0	0	5	0.333915383	0.933669135	0.895159654
OG0009778	relaxed	0	5	0	0.003580673	8.485892386	0.772261279
OG0009789	intensified	4	0	1	0.0703501	6.697663488	4.770920787
OG0009793	none	0	0	5	0.767425528	0.098385754	0.940597201
OG0009794	relaxed	0	5	0	0.013706545	6.676982236	0.068827477
OG0009819	relaxed	0	5	0	2.37E-12	49.1544042	0.474087413
OG0009882	intensified	5	0	0	3.72E-06	21.40505111	14.83786514
OG0010007	none	0	0	5	0.668660065	0.301834874	0.374467817
OG0010017	intensified	5	0	0	3.48E-10	40.10081233	48.11193289
OG0010060	relaxed	0	5	0	0.014908333	6.109357692	0.676816049
OG0010072	none	0	0	5	0.39683153	0.719393974	0.87075367
OG0010185	intensified	5	0	0	0.002121734	9.446399861	2.038052879
OG0010187	relaxed	0	5	0	0.006935042	7.289733875	0.646992353
OG0010269	none	0	0	5	0.89145679	0.020966685	0.994320523
OG0010286	none	0	2	3	0.529641374	1.577608544	0.889560216
OG0010300	intensified	5	0	0	1.26E-06	24.61765188	35.00887296
OG0010322	intensified	5	0	0	9.62E-09	33.63173555	14.70919653
OG0010323	relaxed	0	5	0	0.02116863	5.622446911	0.853131605
